SPORT_EVENT,COMPETITION,EVENT_START_TIME_UTC,MARKET_NAME,MARKET_TYPE,SELECTION,INSTRUMENT_ID,PRICE_CHAN_ID,AMERICAN_ODDS_AT_PERIOD,OPENING_AMERICAN_ODDS,OPENING_IMPLIED_PROB,CLOSING_AMERICAN_ODDS,CLOSING_IMPLIED_PROB,TOTAL_PROB_MOVEMENT_PCT
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Conners,4323380253224075428,2,110,110,0.436594,129,0.436594,0
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Conners,4323380253224075428,14,110,110,0.436594,129,0.436594,0
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Conners,4323380253224075428,16,110,110,0.436594,129,0.436594,0
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,734222456442323108,2,750,750,0.105621,847,0.105621,0
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Jason Day,2781108487082213540,2,100,100,0.457551,119,0.457551,0
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Jason Day,2781108487082213540,8,100,100,0.457551,119,0.457551,0
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,C. Conners Total Birdies,GOLF:FT:CTBIR,Over 3.5,590107268366467241,2,105,-120,0.485485,129,0.435941,-4.95
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,C. Conners Total Birdies,GOLF:FT:CTBIR,Over 3.5,590107268366467241,2,-120,-120,0.485485,129,0.435941,-4.95
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,C. Conners Total Birdies,GOLF:FT:CTBIR,Over 3.5,590107268366467241,14,105,-120,0.485485,129,0.435941,-4.95
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,C. Conners Total Birdies,GOLF:FT:CTBIR,Under 3.5,6340992886286057641,2,-135,-135,0.514515,-129,0.564059,4.95
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,C. Conners Total Birdies,GOLF:FT:CTBIR,Under 3.5,6340992886286057641,2,-155,-135,0.514515,-129,0.564059,4.95
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,Jason Day Total Birdies,GOLF:FT:CTBIR,Over 3.5,8012039454273044643,2,100,-120,0.495209,124,0.44554,-4.97
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,Jason Day Total Birdies,GOLF:FT:CTBIR,Over 3.5,8012039454273044643,2,-120,-120,0.495209,124,0.44554,-4.97
Jason Day/C. Conners - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:35:00Z,Jason Day Total Birdies,GOLF:FT:CTBIR,Over 3.5,8012039454273044643,14,100,-120,0.495209,124,0.44554,-4.97
M. W. Lee/T. Kim - Round 1,Arnold Palmer Invitational 2025,2025-03-06T12:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,M. W. Lee,7602713764103454902,2,110,110,0.435987,129,0.435987,0
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Morikawa,3027165995238949023,2,-125,-125,0.515638,-106,0.515638,0
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Morikawa,3027165995238949023,8,-125,-125,0.515638,-106,0.515638,0
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Morikawa,3027165995238949023,14,-125,-125,0.515638,-106,0.515638,0
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,2255361609098330271,2,750,750,0.104325,859,0.104325,0
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,R. Henley,4549945619243597983,2,140,140,0.380036,163,0.380036,0
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Over 3.5,753411133370269870,2,-135,-135,0.5219,112,0.472042,-4.99
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Over 3.5,753411133370269870,2,-110,-135,0.5219,112,0.472042,-4.99
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Over 3.5,753411133370269870,4,-110,-135,0.5219,112,0.472042,-4.99
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Over 3.5,753411133370269870,14,-110,-135,0.5219,112,0.472042,-4.99
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Under 3.5,4486895224460411054,2,-135,-110,0.4781,-112,0.527958,4.99
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Under 3.5,4486895224460411054,2,-110,-110,0.4781,-112,0.527958,4.99
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,R. Henley Total Birdies,GOLF:FT:CTBIR,Over 3.5,1913088037418172587,2,-105,-105,0.458757,144,0.409711,-4.9
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,R. Henley Total Birdies,GOLF:FT:CTBIR,Over 3.5,1913088037418172587,2,115,-105,0.458757,144,0.409711,-4.9
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,R. Henley Total Birdies,GOLF:FT:CTBIR,Over 3.5,1913088037418172587,14,115,-105,0.458757,144,0.409711,-4.9
R. Henley/C. Morikawa - Round 4,Arnold Palmer Invitational 2025,2025-03-09T17:45:00Z,R. Henley Total Birdies,GOLF:FT:CTBIR,Under 3.5,5198463965584949419,2,-175,-175,0.590289,-144,0.590289,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,2407248643978166431,2,700,700,0.107989,826,0.107989,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,R. Mcllroy,4129875501447381151,2,-145,-145,0.53841,-117,0.53841,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,R. Mcllroy,4129875501447381151,10,-145,-145,0.53841,-117,0.53841,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,R. Mcllroy,4129875501447381151,16,-145,-145,0.53841,-117,0.53841,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Lowry,244394922933485727,2,155,155,0.353601,183,0.353601,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Lowry,244394922933485727,14,155,155,0.353601,183,0.353601,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,R. Mcllroy Total Birdies,GOLF:FT:CTBIR,Over 4.5,3111499035708227778,2,115,115,0.416568,140,0.416568,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,R. Mcllroy Total Birdies,GOLF:FT:CTBIR,Under 4.5,480270953417015490,2,-175,-175,0.583432,-140,0.583432,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Over 3.5,8964489701429608685,2,-155,-155,0.563147,-129,0.563147,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Over 3.5,8964489701429608685,6,-155,-155,0.563147,-129,0.563147,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Over 3.5,8964489701429608685,10,-155,-155,0.563147,-129,0.563147,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Over 3.5,8964489701429608685,14,-155,-155,0.563147,-129,0.563147,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Under 3.5,112664633832898797,2,105,105,0.436853,129,0.436853,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Under 3.5,112664633832898797,6,105,105,0.436853,129,0.436853,0
R. Mcllroy/S. Lowry - Round 1,Arnold Palmer Invitational 2025,2025-03-06T18:00:00Z,S. Lowry Total Birdies,GOLF:FT:CTBIR,Under 3.5,112664633832898797,8,105,105,0.436853,129,0.436853,0
S. Lowry/W. Clark - Round 3,Arnold Palmer Invitational 2025,2025-03-08T18:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,633889175260364966,2,700,700,0.109721,811,0.109721,0
S. Lowry/W. Clark - Round 3,Arnold Palmer Invitational 2025,2025-03-08T18:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Lowry,8215136197985173670,2,-120,-120,0.494317,102,0.494317,0
S. Lowry/W. Clark - Round 3,Arnold Palmer Invitational 2025,2025-03-08T18:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,W. Clark,1054975740419506342,2,130,130,0.395963,153,0.395963,0
S. Lowry/W. Clark - Round 3,Arnold Palmer Invitational 2025,2025-03-08T18:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,W. Clark,1054975740419506342,16,130,130,0.395963,153,0.395963,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,3828134326413557942,2,700,700,0.106789,836,0.106789,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,L. Aberg,7863148486304989366,2,165,165,0.33757,196,0.33757,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,L. Aberg,7863148486304989366,16,165,165,0.33757,196,0.33757,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Scheffler,3758328532189315254,2,-155,-155,0.555641,-125,0.555641,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Scheffler,3758328532189315254,10,-155,-155,0.555641,-125,0.555641,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Scheffler,3758328532189315254,14,-155,-155,0.555641,-125,0.555641,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Over 3.5,819729775330066605,2,-155,-155,0.554688,-125,0.554688,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Under 3.5,4206225588880146605,2,100,100,0.445312,125,0.445312,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,S. Scheffler Total Birdies,GOLF:FT:CTBIR,Over 4.5,6386178914759999670,2,110,110,0.425175,135,0.425175,0
S. Scheffler/L. Aberg - Round 1,Arnold Palmer Invitational 2025,2025-03-06T14:45:00Z,S. Scheffler Total Birdies,GOLF:FT:CTBIR,Under 4.5,8583724426684268726,2,-165,-165,0.574825,-135,0.574825,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,7921723661933609124,2,750,750,0.102748,873,0.102748,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,L. Aberg,4095915778482372772,2,170,170,0.333367,200,0.333367,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Scheffler,7178840829650010276,2,-155,-155,0.563885,-129,0.563885,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Over 3.5,5399707870606131364,2,-165,-165,0.571814,-134,0.571814,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Over 3.5,5399707870606131364,16,-165,-165,0.571814,-134,0.571814,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Under 3.5,2474619912628994212,2,110,110,0.428186,134,0.428186,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Under 3.5,2474619912628994212,14,110,110,0.428186,134,0.428186,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,S. Scheffler Total Birdies,GOLF:FT:CTBIR,Over 4.5,3197447652821958818,2,100,100,0.447367,124,0.447367,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,S. Scheffler Total Birdies,GOLF:FT:CTBIR,Over 4.5,3197447652821958818,10,100,100,0.447367,124,0.447367,0
S. Scheffler/L. Aberg - Round 2,Arnold Palmer Invitational 2025,2025-03-07T18:00:00Z,S. Scheffler Total Birdies,GOLF:FT:CTBIR,Under 4.5,8779659390947688610,2,-155,-155,0.552633,-124,0.552633,0
S. Scheffler/L. Aberg - Round 3,Arnold Palmer Invitational 2025,2025-03-08T17:25:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Over 3.5,8317087314159075497,2,-135,-135,0.515377,-106,0.515377,0
S. Scheffler/L. Aberg - Round 3,Arnold Palmer Invitational 2025,2025-03-08T17:25:00Z,L. Aberg Total Birdies,GOLF:FT:CTBIR,Over 3.5,8317087314159075497,12,-135,-135,0.515377,-106,0.515377,0
S. Scheffler/L. Aberg - Round 3,Arnold Palmer Invitational 2025,2025-03-08T17:25:00Z,S. Scheffler Total Birdies,GOLF:FT:CTBIR,Over 4.5,3858523683062284451,2,120,120,0.398457,151,0.398457,0
A. Scott/K. Bradley - Round 3,BMW Championship 2024,2024-08-24T17:35:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,K. Bradley,2218082147274326059,4,120,120,0.412781,142,0.412781,0
A. Scott/K. Bradley - Round 3,BMW Championship 2024,2024-08-24T17:35:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Over 4.5,1260961673341829141,2,-125,-125,0.501538,-101,0.501538,0
A. Scott/K. Bradley - Round 3,BMW Championship 2024,2024-08-24T17:35:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Under 4.5,5607040866870624277,2,-125,-125,0.498462,101,0.498462,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,A. Scott,3841314747562328073,2,-135,-135,0.529776,-113,0.529776,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,6737129307961557001,2,750,750,0.104247,859,0.104247,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,K. Bradley,8471437376964263945,2,150,150,0.362712,176,0.362712,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Over 3.5,6471416929946697737,2,-165,-165,0.577582,-137,0.577582,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Over 4.5,4517598887093731347,2,-135,-135,0.524006,-110,0.524006,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Under 3.5,720742418259640329,2,110,110,0.422418,137,0.422418,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Under 4.5,5267448225050918931,2,-110,-110,0.475994,110,0.475994,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,A. Scott Total Birdies,GOLF:FT:CTBIR,Under 4.5,5267448225050918931,10,-110,-110,0.475994,110,0.475994,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,K. Bradley Total Birdies,GOLF:FT:CTBIR,Over 3.5,1724622922698194964,2,-120,-120,0.493448,103,0.493448,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,K. Bradley Total Birdies,GOLF:FT:CTBIR,Over 3.5,1724622922698194964,6,-120,-120,0.493448,103,0.493448,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,K. Bradley Total Birdies,GOLF:FT:CTBIR,Over 3.5,1724622922698194964,10,-120,-120,0.493448,103,0.493448,0
A. Scott/K. Bradley - Round 4,BMW Championship 2024,2024-08-25T17:30:00Z,K. Bradley Total Birdies,GOLF:FT:CTBIR,Over 4.5,3616878961619632147,2,105,105,0.439848,127,0.439848,0
C. Morikawa/V. Hovland - Round 4,BMW Championship 2024,2024-08-25T15:20:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Morikawa,3000120457470672904,2,100,100,0.458486,118,0.458486,0
C. Morikawa/V. Hovland - Round 4,BMW Championship 2024,2024-08-25T15:20:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,V. Hovland,1502673581369982984,2,110,110,0.429701,133,0.429701,0
C. Morikawa/V. Hovland - Round 4,BMW Championship 2024,2024-08-25T15:20:00Z,C. Morikawa Total Birdies,GOLF:FT:CTBIR,Under 4.5,2128673929574481963,2,-155,-155,0.55023,-122,0.55023,0
C. Morikawa/V. Hovland - Round 4,BMW Championship 2024,2024-08-25T15:20:00Z,V. Hovland Total Birdies,GOLF:FT:CTBIR,Over 4.5,6873216137009299457,8,105,105,0.43479,130,0.43479,0
H. Matsuyama/C. Morikawa - Round 1,BMW Championship 2024,2024-08-22T17:20:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,C. Morikawa,6319206041849167893,2,105,105,0.450587,122,0.450587,0
H. Matsuyama/C. Morikawa - Round 1,BMW Championship 2024,2024-08-22T17:20:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,6305695242967056405,2,650,650,0.119476,737,0.119476,0
H. Matsuyama/C. Morikawa - Round 1,BMW Championship 2024,2024-08-22T17:20:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,H. Matsuyama,4227846964888993813,2,110,110,0.429936,133,0.429936,0
P. Cantlay/W. Clark - Round 3,BMW Championship 2024,2024-08-24T16:55:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,P. Cantlay,6159563052014108680,2,-105,-105,0.470269,113,0.470269,0
P. Cantlay/W. Clark - Round 3,BMW Championship 2024,2024-08-24T16:55:00Z,W. Clark Total Birdies,GOLF:FT:CTBIR,Over 4.5,34667558790234133,2,-120,-120,0.49138,104,0.49138,0
R. Mcllroy/W. Clark - Round 1,BMW Championship 2024,2024-08-22T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,1530190788094066696,2,650,650,0.118294,745,0.118294,0
R. Mcllroy/W. Clark - Round 1,BMW Championship 2024,2024-08-22T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,R. Mcllroy,9048387416035688456,2,-120,-120,0.49746,101,0.49746,0
R. Mcllroy/W. Clark - Round 1,BMW Championship 2024,2024-08-22T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,W. Clark,1987306150272172040,2,135,135,0.384245,160,0.384245,0
S. Scheffler/X. Schauffele - Round 1,BMW Championship 2024,2024-08-22T15:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,3134035205391384585,2,650,650,0.118294,745,0.118294,0
S. Scheffler/X. Schauffele - Round 1,BMW Championship 2024,2024-08-22T15:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Scheffler,4813877866400579593,2,-120,-120,0.49746,101,0.49746,0
S. Scheffler/X. Schauffele - Round 1,BMW Championship 2024,2024-08-22T15:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Scheffler,4813877866400579593,12,-120,-120,0.49746,101,0.49746,0
S. Scheffler/X. Schauffele - Round 1,BMW Championship 2024,2024-08-22T15:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,X. Schauffele,5202031859284574217,2,135,135,0.384245,160,0.384245,0
S. Scheffler/X. Schauffele - Round 1,BMW Championship 2024,2024-08-22T15:00:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,X. Schauffele,5202031859284574217,6,135,135,0.384245,160,0.384245,0
S. Theegala/L. Aberg - Round 1,BMW Championship 2024,2024-08-22T14:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,L. Aberg,3283779893001453616,2,-105,-105,0.476585,110,0.476585,0
S. Theegala/L. Aberg - Round 1,BMW Championship 2024,2024-08-22T14:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,S. Theegala,6326524391243644976,2,125,125,0.404395,147,0.404395,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Draw,4274974228185088048,2,700,700,0.106867,836,0.106867,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,W. Clark,2467341927749255216,2,170,170,0.32837,205,0.32837,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,X. Schauffele,6047140681555378224,2,-155,-155,0.564762,-130,0.564762,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,X. Schauffele,6047140681555378224,16,-155,-155,0.564762,-130,0.564762,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,W. Clark Total Birdies,GOLF:FT:CTBIR,Over 3.5,8520179826935201840,2,-200,-200,0.614313,-159,0.614313,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,W. Clark Total Birdies,GOLF:FT:CTBIR,Over 3.5,8520179826935201840,12,-200,-200,0.614313,-159,0.614313,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,W. Clark Total Birdies,GOLF:FT:CTBIR,Over 4.5,516177006454112264,2,-155,-155,0.561379,-128,0.561379,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,W. Clark Total Birdies,GOLF:FT:CTBIR,Under 3.5,4220931032656642096,2,130,130,0.385687,159,0.385687,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Over 4.5,4196724184659525680,2,-125,-125,0.505104,-102,0.505104,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Over 4.5,4196724184659525680,12,-125,-125,0.505104,-102,0.505104,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Over 4.5,4196724184659525680,16,-125,-125,0.505104,-102,0.505104,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Over 5.5,1182709751304945685,2,-105,-105,0.463787,116,0.463787,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Over 5.5,1182709751304945685,12,-105,-105,0.463787,116,0.463787,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Under 4.5,8184098704742678576,2,-120,-120,0.494896,102,0.494896,0
X. Schauffele/W. Clark - Round 4,BMW Championship 2024,2024-08-25T17:10:00Z,X. Schauffele Total Birdies,GOLF:FT:CTBIR,Under 5.5,7945990491708588053,12,-145,-145,0.536213,-116,0.536213,0
J. Parry/Laurie Canter/K. Nakajima - Round 1,BMW International Open 2025,2025-07-03T10:40:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,Laurie Canter,7817640211600113924,2,-120,-120,0.503402,-101,0.503402,0
B. Hossler/B. Kohles/M. Meissner - Round 2,BMW PGA Championship 2024,2024-10-11T18:52:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,B. Hossler,3451624266051354667,2,-105,-105,0.469413,113,0.469413,0
B. Hossler/D. Berger - Round 3,BMW PGA Championship 2024,2024-10-05T18:50:00Z,2 Ball Matchup,GOLF:FT:2BL:AXB,B. Hossler,4160839721781297200,2,-110,-110,0.478686,109,0.478686,0
