section,exported_at,projections_updated_at,event_name,course_used,display_round,pricing_mode,pricing_skill,market,rmse,mae,n_line_pairs,ev_threshold_pct,bet_side,bets,wins,losses,pushes,units_net,roi_pct
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,2.5,p1,322,154,134,34,18.76,5.8
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,2.5,pick,563,300,222,41,52.58,9.3
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,5.0,p1,297,147,118,32,30.03,10.1
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,5.0,pick,513,275,200,38,54.91,10.7
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,7.5,p1,269,134,106,29,27.88,10.4
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,7.5,pick,457,249,176,32,54.35,11.9
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,10.0,p1,235,115,93,27,22.46,9.6
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,10.0,pick,408,224,154,30,53.40,13.1
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,12.5,p1,210,99,85,26,15.68,7.5
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,12.5,pick,374,205,140,29,49.72,13.3
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,15.0,p1,186,84,76,26,9.91,5.3
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,15.0,pick,334,183,122,29,46.49,13.9
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,0.0,p2,262,154,97,11,31.24,11.9
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,2.5,p2,241,146,88,7,33.82,14.0
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,5.0,p2,216,128,82,6,24.88,11.5
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,7.5,p2,188,115,70,3,26.47,14.1
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,10.0,p2,173,109,61,3,30.94,17.9
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,12.5,p2,164,106,55,3,34.04,20.8
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,15.0,p2,148,99,46,3,36.58,24.7
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,17.5,p2,129,89,37,3,36.20,28.1
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,17.5,pick,296,163,106,27,43.56,14.7
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,20.0,p2,111,78,30,3,33.53,30.2
ev_backtest_by_market,2026-08-06T01:06:22Z,,The Genesis Invitational,,(all),default,default,Round matchups,,,,20.0,pick,261,145,92,24,41.83,16.0
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,17.5,p1,167,74,69,24,7.36,4.4
ev_backtest,2026-08-06T01:06:22Z,,The Genesis Invitational,,,default,default,Round matchups,,,,20.0,p1,150,67,62,21,8.30,5.5
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,0.0,p2,183,105,57,21,39.75,21.7
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,0.0,pick,362,194,127,41,51.80,14.3
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,2.5,p2,168,102,48,18,47.17,28.1
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,2.5,pick,331,183,112,36,58.77,17.8
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,5.0,p2,160,98,46,16,46.32,29.0
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,5.0,pick,311,174,104,33,59.29,19.1
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,7.5,p2,150,90,45,15,41.06,27.4
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,7.5,pick,290,159,99,32,51.56,17.8
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,10.0,p2,134,80,40,14,37.77,28.2
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,10.0,pick,261,141,90,30,45.47,17.4
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,12.5,p2,127,78,37,12,39.29,30.9
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,12.5,pick,241,137,76,28,56.77,23.6
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,15.0,p2,116,72,34,10,37.63,32.4
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,15.0,pick,218,127,66,25,58.42,26.8
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,0.0,p1,179,89,70,20,12.05,6.7
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,2.5,p1,163,81,64,18,11.60,7.1
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,5.0,p1,151,76,58,17,12.97,8.6
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,7.5,p1,140,69,54,17,10.50,7.5
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,10.0,p1,127,61,50,16,7.70,6.1
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,12.5,p1,114,59,39,16,17.48,15.3
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,15.0,p1,102,55,32,15,20.79,20.4
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,17.5,p1,90,46,30,14,14.50,16.1
ev_backtest_by_market,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,(all),default,default,Round matchups,,,,17.5,pick,195,112,59,24,51.82,26.6
ev_backtest,2026-08-06T01:06:22Z,,Cognizant Classic in The Palm Beaches,,,default,default,Round matchups,,,,20.0,p1,81,42,26,13,14.95,18.5
