section,exported_at,projections_updated_at,event_name,course_used,display_round,pricing_mode,pricing_skill,market,rmse,mae,n_line_pairs,ev_threshold_pct,bet_side,bets,wins,losses,pushes,units_net,roi_pct
ev_backtest,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,default,default,Total score,,,,5.0,over,27,15,12,0,0.97,3.6
ev_backtest,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,default,default,Total score,,,,5.0,under,3,3,0,0,2.76,92.0
ev_backtest,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,default,default,Total score,,,,7.5,over,17,10,7,0,1.93,11.4
ev_backtest,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,default,default,Total score,,,,7.5,under,3,3,0,0,2.76,92.0
model_vs_book_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,0.457,0.366,101,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,0.783,0.688,62,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,1.339,1.143,63,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,0.980,0.849,63,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,0.666,0.534,86,,,,,,,,
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,0.0,over,18,11,7,0,1.32,7.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,0.0,under,44,22,22,0,-2.91,-6.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,10.0,under,2,2,0,0,2.07,103.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,12.5,under,2,2,0,0,2.07,103.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,2.5,over,9,7,2,0,3.09,34.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,2.5,under,30,18,12,0,3.41,11.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,5.0,over,7,6,1,0,3.53,50.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,5.0,under,16,11,5,0,4.56,28.5
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,7.5,over,4,4,0,0,3.39,84.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Birdies,,,,7.5,under,7,4,3,0,0.82,11.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,0.0,over,52,26,26,0,-5.27,-10.1
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,0.0,under,2,2,0,0,1.70,85.1
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,10.0,over,15,9,6,0,1.91,12.8
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,12.5,over,6,4,2,0,2.30,38.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,15.0,over,1,1,0,0,0.91,90.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,2.5,over,45,25,20,0,0.10,0.2
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,5.0,over,36,20,16,0,0.87,2.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Bogeys,,,,7.5,over,28,16,12,0,1.85,6.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,0.0,over,21,10,11,0,-2.57,-12.2
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,0.0,under,34,17,17,0,-3.12,-9.2
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,10.0,over,16,7,9,0,-3.29,-20.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,10.0,under,29,15,14,0,-1.41,-4.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,12.5,over,14,6,8,0,-2.84,-20.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,12.5,under,28,14,14,0,-2.24,-8.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,15.0,over,11,5,6,0,-1.43,-13.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,15.0,under,25,13,12,0,-1.09,-4.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,17.5,over,9,4,5,0,-1.09,-12.1
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,17.5,under,23,12,11,0,-0.95,-4.1
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,2.5,over,21,10,11,0,-2.57,-12.2
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,2.5,under,32,17,15,0,-1.12,-3.5
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,20.0,over,6,3,3,0,-0.21,-3.5
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,20.0,under,22,12,10,0,0.05,0.2
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,5.0,over,20,9,11,0,-3.59,-17.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,5.0,under,30,16,14,0,-0.85,-2.8
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,7.5,over,18,7,11,0,-5.29,-29.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Fairways hit,,,,7.5,under,29,15,14,0,-1.41,-4.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,0.0,over,3,1,2,0,-1.04,-34.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,0.0,under,50,26,24,0,-2.53,-5.1
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,10.0,over,1,0,1,0,-1.00,-100.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,10.0,under,31,16,15,0,-2.08,-6.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,12.5,over,1,0,1,0,-1.00,-100.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,12.5,under,24,14,10,0,1.27,5.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,15.0,under,19,11,8,0,1.02,5.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,17.5,under,10,6,4,0,1.23,12.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,2.5,over,2,0,2,0,-2.00,-100.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,2.5,under,45,22,23,0,-4.77,-10.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,20.0,under,4,2,2,0,-0.20,-4.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,5.0,over,2,0,2,0,-2.00,-100.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,5.0,under,42,21,21,0,-3.61,-8.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,7.5,over,1,0,1,0,-1.00,-100.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),GIR,,,,7.5,under,36,18,18,0,-3.53,-9.8
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,0.0,over,46,24,22,0,-1.20,-2.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,0.0,under,12,11,1,0,8.24,68.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,10.0,over,10,7,3,0,3.19,31.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,10.0,under,3,3,0,0,2.76,92.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,12.5,over,5,4,1,0,2.69,53.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,12.5,under,2,2,0,0,1.83,91.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,15.0,over,3,2,1,0,0.87,29.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,15.0,under,2,2,0,0,1.83,91.7
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,17.5,over,1,1,0,0,0.93,92.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,17.5,under,1,1,0,0,1.04,104.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,2.5,over,33,18,15,0,0.38,1.2
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,2.5,under,7,6,1,0,3.96,56.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,5.0,over,27,15,12,0,0.97,3.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,5.0,under,3,3,0,0,2.76,92.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,7.5,over,17,10,7,0,1.93,11.4
ev_backtest_by_market,2026-08-03T22:54:28Z,,the Memorial Tournament presented by Workday,Muirfield Village Golf Club,,(all),(all),Total score,,,,7.5,under,3,3,0,0,2.76,92.0
model_vs_book,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,0.515,0.440,110,,,,,,,,
model_vs_book,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,0.844,0.696,59,,,,,,,,
model_vs_book,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,1.534,1.275,52,,,,,,,,
model_vs_book,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,1.493,1.254,52,,,,,,,,
model_vs_book,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,2.364,2.317,110,,,,,,,,
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,0.0,over,7,2,5,0,-3.24,-46.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,0.0,under,74,40,34,0,-1.21,-1.6
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,10.0,under,7,3,4,0,-1.47,-20.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,12.5,under,5,2,3,0,-1.15,-23.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,15.0,under,4,2,2,0,-0.15,-3.8
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,17.5,under,4,2,2,0,-0.15,-3.8
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,2.5,over,6,2,4,0,-2.24,-37.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,2.5,under,60,33,27,0,-0.33,-0.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,20.0,under,3,1,2,0,-1.20,-40.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,5.0,over,1,0,1,0,-1.00,-100.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,5.0,under,35,23,12,0,7.55,21.6
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Birdies,,,,7.5,under,17,11,6,0,2.57,15.1
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,0.0,over,57,37,20,0,15.52,27.2
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,10.0,over,34,21,13,0,5.68,16.7
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,12.5,over,22,10,12,0,-3.00,-13.6
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,15.0,over,11,3,8,0,-5.44,-49.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,17.5,over,8,1,7,0,-6.51,-81.4
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,2.5,over,54,36,18,0,16.24,30.1
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,20.0,over,4,0,4,0,-4.00,-100.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,5.0,over,51,34,17,0,14.44,28.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Bogeys,,,,7.5,over,47,30,17,0,9.85,20.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,0.0,over,9,4,5,0,-1.73,-19.2
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,0.0,under,39,21,18,0,0.03,0.1
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,10.0,over,5,2,3,0,-1.12,-22.4
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,10.0,under,31,17,14,0,0.28,0.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,12.5,over,4,1,3,0,-2.18,-54.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,12.5,under,31,17,14,0,0.28,0.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,15.0,over,3,1,2,0,-1.18,-39.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,15.0,under,30,17,13,0,1.28,4.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,17.5,over,3,1,2,0,-1.18,-39.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,17.5,under,26,15,11,0,1.54,5.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,2.5,over,8,3,5,0,-2.35,-29.4
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,2.5,under,36,19,17,0,-0.95,-2.6
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,20.0,under,22,12,10,0,0.53,2.4
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,5.0,over,7,3,4,0,-1.35,-19.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,5.0,under,34,19,15,0,1.05,3.1
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,7.5,over,5,2,3,0,-1.12,-22.4
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Fairways hit,,,,7.5,under,34,19,15,0,1.05,3.1
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,0.0,over,3,0,3,0,-3.00,-100.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,0.0,under,46,37,9,0,19.95,43.4
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,10.0,under,35,29,6,0,16.56,47.3
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,12.5,under,31,26,5,0,15.13,48.8
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,15.0,under,28,24,4,0,14.85,53.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,17.5,under,25,23,2,0,16.19,64.8
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,2.5,over,2,0,2,0,-2.00,-100.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,2.5,under,44,37,7,0,21.95,49.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,20.0,under,20,18,2,0,12.03,60.2
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,5.0,over,1,0,1,0,-1.00,-100.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,5.0,under,39,32,7,0,17.84,45.7
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,GIR,,,,7.5,under,36,30,6,0,17.47,48.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,0.0,over,110,65,45,0,10.50,9.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,10.0,over,110,65,45,0,10.50,9.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,12.5,over,110,65,45,0,10.50,9.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,15.0,over,109,65,44,0,11.50,10.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,17.5,over,108,64,44,0,10.83,10.0
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,2.5,over,110,65,45,0,10.50,9.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,20.0,over,104,61,43,0,9.28,8.9
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,5.0,over,110,65,45,0,10.50,9.5
ev_backtest,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,default,default,Total score,,,,7.5,over,110,65,45,0,10.50,9.5
model_vs_book_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,0.515,0.440,110,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Bogeys,0.844,0.696,59,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Fairways hit,1.534,1.275,52,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),GIR,1.493,1.254,52,,,,,,,,
model_vs_book_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Total score,2.364,2.317,110,,,,,,,,
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,0.0,over,7,2,5,0,-3.24,-46.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,0.0,under,74,40,34,0,-1.21,-1.6
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,10.0,under,7,3,4,0,-1.47,-20.9
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,12.5,under,5,2,3,0,-1.15,-23.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,15.0,under,4,2,2,0,-0.15,-3.8
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,17.5,under,4,2,2,0,-0.15,-3.8
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,2.5,over,6,2,4,0,-2.24,-37.3
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,2.5,under,60,33,27,0,-0.33,-0.5
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,20.0,under,3,1,2,0,-1.20,-40.0
ev_backtest_by_market,2026-08-03T22:54:28Z,,RBC Canadian Open,TPC Toronto At Osprey Valley,,(all),(all),Birdies,,,,5.0,over,1,0,1,0,-1.00,-100.0
