captured_at,pp_round_props_refreshed_at,projections_updated_at,event_name,course_used,display_round,round_num,dg_id,player_name,market,pp_line,over_odds,under_odds,p_over_implied,p_under_implied,pp_odds_method,model_total_score,model_birdies,model_pars,model_bogeys,model_gir,model_fairways,model_putts
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,13872,"Bradley, Keegan",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.06,2.67,9.09,5.73,11.48,7.97,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,13872,"Bradley, Keegan",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.06,2.67,9.09,5.73,11.48,7.97,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,27194,"Hall, Harry",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.22,3.09,9.36,5.06,11.48,7.43,28.1
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,28635,"McCarty, Matt",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.13,3.1,9.25,5.15,11.48,8.21,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,27194,"Hall, Harry",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.22,3.09,9.36,5.06,11.48,7.43,28.1
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,28635,"McCarty, Matt",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.13,3.1,9.25,5.15,11.48,8.21,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,5716,"Harrington, Padraig",Total Score,73.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,73.17,2.94,9.65,4.86,11.48,7.27,30.5
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,22465,"Penge, Marco",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.48,2.78,9.27,5.4,11.48,7.3,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,5716,"Harrington, Padraig",Birdies,2.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,73.17,2.94,9.65,4.86,11.48,7.27,30.5
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,24766,"Kim, Tom",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.9,3.55,7.56,6.4,11.48,8.45,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,24766,"Kim, Tom",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.9,3.55,7.56,6.4,11.48,8.45,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,24766,"Kim, Tom",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.9,3.55,7.56,6.4,11.48,8.45,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,28309,"Coody, Pierceson",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.42,2.54,9.11,5.83,11.48,7.85,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,32457,"Keefer, Johnny",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.36,3.39,7.58,6.47,11.48,8.05,29.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,32457,"Keefer, Johnny",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.36,3.39,7.58,6.47,11.48,8.05,29.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,28309,"Coody, Pierceson",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.42,2.54,9.11,5.83,11.48,7.85,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,16243,"Koepka, Brooks",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.08,3.58,8.61,5.37,11.48,7.61,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,27774,"Gotterup, Chris",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.07,3.51,7.53,6.39,11.48,7.57,28.3
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23604,"Clark, Wyndham",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.8,3.33,9.23,4.93,11.48,7.57,28
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19483,"Burns, Sam",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.45,3.16,9.34,4.96,11.48,7.97,27.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14502,"Cauley, Bud",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.57,2.51,9.27,5.76,11.48,8.36,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14502,"Cauley, Bud",GIR,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.57,2.51,9.27,5.76,11.48,8.36,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14502,"Cauley, Bud",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.57,2.51,9.27,5.76,11.48,8.36,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14502,"Cauley, Bud",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.57,2.51,9.27,5.76,11.48,8.36,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,22085,"Morikawa, Collin",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.18,2.69,9.18,5.62,11.48,9.26,28.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23950,"Aberg, Ludvig",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.5,3.56,7.64,6.25,11.48,8.32,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21554,"Poston, J.T.",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.8,3.28,8.01,6.21,11.48,8.7,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21407,"Reitan, Kristoffer",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.58,2.63,9.12,5.65,11.48,9.43,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14838,"Reed, Patrick",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.31,2.86,9.36,5.27,11.48,7.89,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21554,"Poston, J.T.",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.8,3.28,8.01,6.21,11.48,8.7,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14838,"Reed, Patrick",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.31,2.86,9.36,5.27,11.48,7.89,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21554,"Poston, J.T.",GIR,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.8,3.28,8.01,6.21,11.48,8.7,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21407,"Reitan, Kristoffer",GIR,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.58,2.63,9.12,5.65,11.48,9.43,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21407,"Reitan, Kristoffer",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.58,2.63,9.12,5.65,11.48,9.43,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21554,"Poston, J.T.",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.8,3.28,8.01,6.21,11.48,8.7,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21554,"Poston, J.T.",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.8,3.28,8.01,6.21,11.48,8.7,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,21407,"Reitan, Kristoffer",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.58,2.63,9.12,5.65,11.48,9.43,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14838,"Reed, Patrick",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.31,2.86,9.36,5.27,11.48,7.89,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,6430,"Scott, Adam",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.89,3.13,9.59,4.84,11.48,7.79,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,27774,"Gotterup, Chris",Total Score,69.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.07,3.51,7.53,6.39,11.48,7.57,28.3
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,27774,"Gotterup, Chris",GIR,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.07,3.51,7.53,6.39,11.48,7.57,28.3
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,27774,"Gotterup, Chris",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.07,3.51,7.53,6.39,11.48,7.57,28.3
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19483,"Burns, Sam",GIR,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.45,3.16,9.34,4.96,11.48,7.97,27.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19483,"Burns, Sam",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.45,3.16,9.34,4.96,11.48,7.97,27.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19483,"Burns, Sam",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.45,3.16,9.34,4.96,11.48,7.97,27.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23602,"Hojgaard, Nicolai",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.05,2.98,9.26,5.14,11.48,7.3,29.3
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17536,"Spaun, J.J.",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.96,3.52,7.38,6.58,11.48,8.69,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,22085,"Morikawa, Collin",Total Score,69.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.18,2.69,9.18,5.62,11.48,9.26,28.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17536,"Spaun, J.J.",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.96,3.52,7.38,6.58,11.48,8.69,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,22085,"Morikawa, Collin",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.18,2.69,9.18,5.62,11.48,9.26,28.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17536,"Spaun, J.J.",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.96,3.52,7.38,6.58,11.48,8.69,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17536,"Spaun, J.J.",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.96,3.52,7.38,6.58,11.48,8.69,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17646,"Fitzpatrick, Matt",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.02,3.49,9.73,4.35,11.48,8.72,28.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19895,"Schauffele, Xander",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.57,3.82,8.21,5.58,11.48,9.47,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,16243,"Koepka, Brooks",Total Score,70.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.08,3.58,8.61,5.37,11.48,7.61,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,18554,"Rai, Aaron",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.11,3.24,7.89,6.33,11.48,9.62,29.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,13900,"Lowry, Shane",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.23,2.56,9.36,5.48,11.48,8.57,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,18554,"Rai, Aaron",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.11,3.24,7.89,6.33,11.48,9.62,29.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,13900,"Lowry, Shane",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.23,2.56,9.36,5.48,11.48,8.57,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,18554,"Rai, Aaron",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.11,3.24,7.89,6.33,11.48,9.62,29.7
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,13900,"Lowry, Shane",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.23,2.56,9.36,5.48,11.48,8.57,29.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,16243,"Koepka, Brooks",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.08,3.58,8.61,5.37,11.48,7.61,29.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,26651,"Young, Cameron",Birdies,3.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.78,2.47,9.15,5.87,11.48,11.82,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23604,"Clark, Wyndham",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.8,3.33,9.23,4.93,11.48,7.57,28
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,26651,"Young, Cameron",Total Score,69.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.78,2.47,9.15,5.87,11.48,11.82,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23950,"Aberg, Ludvig",Total Score,69.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.5,3.56,7.64,6.25,11.48,8.32,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,26651,"Young, Cameron",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.78,2.47,9.15,5.87,11.48,11.82,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23950,"Aberg, Ludvig",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.5,3.56,7.64,6.25,11.48,8.32,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23604,"Clark, Wyndham",GIR,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.8,3.33,9.23,4.93,11.48,7.57,28
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23604,"Clark, Wyndham",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.8,3.33,9.23,4.93,11.48,7.57,28
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23604,"Clark, Wyndham",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.8,3.33,9.23,4.93,11.48,7.57,28
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,10091,"McIlroy, Rory",Birdies,4,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,69.8,3.56,9.88,4.02,11.48,7.97,28.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19895,"Schauffele, Xander",Total Score,69.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.57,3.82,8.21,5.58,11.48,9.47,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17646,"Fitzpatrick, Matt",Total Score,69.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.02,3.49,9.73,4.35,11.48,8.72,28.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,10091,"McIlroy, Rory",Total Score,69,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,69.8,3.56,9.88,4.02,11.48,7.97,28.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17646,"Fitzpatrick, Matt",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.02,3.49,9.73,4.35,11.48,8.72,28.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,10091,"McIlroy, Rory",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,69.8,3.56,9.88,4.02,11.48,7.97,28.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,19895,"Schauffele, Xander",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.57,3.82,8.21,5.58,11.48,9.47,29
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17646,"Fitzpatrick, Matt",Bogeys,2.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.02,3.49,9.73,4.35,11.48,8.72,28.6
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,10091,"McIlroy, Rory",Bogeys,2.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,69.8,3.56,9.88,4.02,11.48,7.97,28.4
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,15466,"Cantlay, Patrick",Birdies,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.89,3.5,7.79,6.2,11.48,8.24,29.2
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,22833,"Echavarria, Nico",Total Score,71.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.83,3.18,8.14,6.11,11.48,8.28,29.1
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17606,"Berger, Daniel",Total Score,71,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.21,3.36,9.62,4.61,11.48,8.43,29.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,15466,"Cantlay, Patrick",Total Score,70,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.89,3.5,7.79,6.2,11.48,8.24,29.2
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,15466,"Cantlay, Patrick",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.89,3.5,7.79,6.2,11.48,8.24,29.2
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,15466,"Cantlay, Patrick",Bogeys,3,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,70.89,3.5,7.79,6.2,11.48,8.24,29.2
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14181,"Detry, Thomas",Total Score,71,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.94,2.67,8.99,5.88,11.42,7.77,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,14181,"Detry, Thomas",Pars,11.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,71.94,2.67,8.99,5.88,11.42,7.77,28.8
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17543,"Kim, Michael",Total Score,71.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.02,2.94,9.3,5.22,11.42,7.59,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,17543,"Kim, Michael",Pars,12,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.02,2.94,9.3,5.22,11.42,7.59,28.9
2026-07-17T01:00:35Z,2026-07-17T00:57:36Z,2026-07-17T00:59:08Z,The Open Championship,Royal Birkdale Golf Club,2,2,23475,"Novak, Andrew",Total Score,71.5,-136,-136,0.576271186440678,0.576271186440678,prizepicks_fixed,72.04,3.06,9.16,5.23,11.42,9.36,30.2
