generated_at,course_name,competition,event,year,round,player,matched_player,market,line,model_mu,model_line_edge,side,model_edge_pct,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,G. Woodland,Gary Woodland,Birdies,4,5.044,1.044,over,12.72,2,L,-120,-106,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,J. Dahmen,Joel Dahmen,Birdies,3.5,4.419,0.919,over,8.85,3,L,-135,-121,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,J. Thomas,Justin Thomas,Birdies,4,4.485,0.485,over,3.17,3,L,-125,-111,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,G. Woodland,Gary Woodland,Birdies,5,5.098,0.098,under,-0.45,4,W,105,118,1.050,1.180
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,J. Dahmen,Joel Dahmen,Birdies,4.5,4.479,-0.021,under,3.87,3,W,115,128,1.150,1.280
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,J. Thomas,Justin Thomas,Birdies,5.5,4.543,-0.957,under,9.26,6,L,-135,-115,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,K.H. Lee,K.H. Lee,Birdies,3.5,4.219,0.719,over,4.00,4,W,-145,-122,0.690,0.820
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,S. Theegala,Sahith Theegala,Birdies,4,4.587,0.587,over,10.40,3,L,100,111,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,C. Young,Carson Young,Birdies,5.5,5.190,-0.310,under,-0.35,5,W,-125,-108,0.800,0.926
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,K.H. Lee,K.H. Lee,Birdies,4.5,4.288,-0.212,under,6.30,7,L,110,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,M. Hughes,Mackenzie Hughes,Birdies,3.5,4.423,0.923,over,8.91,3,L,-135,-117,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,V. Norrman,Vincent Norrman,Birdies,4,5.901,1.901,over,27.43,7,W,100,110,1.000,1.100
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,M. Hughes,Mackenzie Hughes,Birdies,5,4.501,-0.499,under,-0.23,4,W,-145,-127,0.690,0.787
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,V. Norrman,Vincent Norrman,Birdies,5,6.021,1.021,under,-15.56,2,W,100,111,1.000,1.110
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,H. Matsuyama,Hideki Matsuyama,Birdies,4,5.449,1.449,over,20.10,7,W,-110,101,0.909,1.010
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,T. Finau,Tony Finau,Birdies,4,4.919,0.919,over,13.12,6,W,-110,101,0.909,1.010
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,H. Matsuyama,Hideki Matsuyama,Birdies,5.5,5.628,0.128,under,0.31,3,W,110,126,1.100,1.260
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,S. Straka,Sepp Straka,Birdies,5.5,5.972,0.472,under,-11.92,5,W,-120,-106,0.833,0.943
2026-07-14T17:36:26.248Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,T. Finau,Tony Finau,Birdies,5.5,4.746,-0.754,under,15.43,8,L,110,126,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,AT&T Byron Nelson 2023,AT&T Byron Nelson,2023,2,A. Scott,Adam Scott,Total score,68.5,64.720,-3.780,under,40.32,71,L,-105,109,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,AT&T Byron Nelson 2023,AT&T Byron Nelson,2023,2,M. W. Lee,K.H. Lee,Birdies,4,7.967,3.967,under,-45.73,6,L,-120,-102,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,AT&T Byron Nelson 2023,AT&T Byron Nelson,2023,4,S. Scheffler,Scottie Scheffler,Birdies,4.5,8.049,3.549,over,34.02,6,W,-120,-103,0.833,0.971
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,J. Thomas,Justin Thomas,Birdies,5.5,4.739,-0.761,over,-10.79,4,L,110,126,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,P. Cantlay,Patrick Cantlay,Birdies,5.5,4.194,-1.306,over,-20.65,4,L,110,126,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,A. Schenk,Adam Schenk,Birdies,4.5,4.178,-0.322,under,8.41,9,L,110,122,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,X. Schauffele,Xander Schauffele,Birdies,5.5,4.496,-1.004,under,8.38,5,W,-145,-124,0.690,0.806
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,S. Scheffler,Scottie Scheffler,Birdies,5.5,4.669,-0.831,over,-16.81,3,L,-110,103,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2025,AT&T Pebble Beach Pro-Am,2025,1,R. Fowler,Rickie Fowler,Birdies,3.5,5.681,2.181,over,21.89,6,W,-145,-117,0.690,0.855
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2025,AT&T Pebble Beach Pro-Am,2025,1,V. Hovland,Viktor Hovland,Birdies,3.5,5.623,2.123,over,18.29,8,W,-165,-135,0.606,0.741
2026-07-14T17:36:26.248Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2025,AT&T Pebble Beach Pro-Am,2025,1,T. Finau,Tony Finau,Birdies,3.5,5.506,2.006,over,18.68,7,W,-155,-129,0.645,0.775
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,J. Spieth,Jordan Spieth,Birdies,4.5,4.506,0.006,over,-5.45,4,L,-125,-113,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,J. Spieth,Jordan Spieth,Birdies,4.5,4.506,0.006,under,-0.11,4,W,100,113,1.000,1.130
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,X. Schauffele,Xander Schauffele,Birdies,4.5,4.425,-0.075,over,-8.82,4,L,-135,-117,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,X. Schauffele,Xander Schauffele,Birdies,4.5,4.425,-0.075,under,2.59,4,W,105,117,1.050,1.170
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.5,4.171,-0.329,over,-11.71,2,L,-125,-108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,4.5,4.171,-0.329,under,4.94,2,W,-105,108,0.952,1.080
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,P. Cantlay,Patrick Cantlay,Birdies,4.5,4.181,-0.319,over,-15.15,4,L,-145,-123,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,P. Cantlay,Patrick Cantlay,Birdies,4.5,4.181,-0.319,under,8.35,4,W,110,123,1.100,1.230
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,4,4.280,0.280,over,-2.27,5,W,-135,-119,0.741,0.840
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,4,4.280,0.280,under,-5.18,5,L,100,115,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,4.5,4.280,-0.220,over,-11.52,5,W,-135,-120,0.741,0.833
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,4.5,4.280,-0.220,under,5.29,5,L,105,120,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,R. Henley,Russell Henley,Birdies,4.5,4.121,-0.379,over,-12.68,4,L,-125,-110,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,R. Henley,Russell Henley,Birdies,4.5,4.121,-0.379,under,5.91,4,W,-105,110,0.952,1.100
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,S. Burns,Sam Burns,Birdies,4.5,4.203,-0.297,over,-7.92,4,L,-110,-101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,S. Burns,Sam Burns,Birdies,4.5,4.203,-0.297,under,3.16,4,W,-110,101,0.909,1.010
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5,4.633,-0.367,over,-3.03,6,W,115,128,1.150,1.280
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5,4.633,-0.367,under,-2.67,6,L,-145,-128,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,H. Matsuyama,Hideki Matsuyama,Birdies,3.5,4.150,0.650,over,7.51,2,L,-120,106,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,H. Matsuyama,Hideki Matsuyama,Birdies,3.5,4.150,0.650,under,-19.51,2,W,-135,-106,0.741,0.943
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,V. Hovland,Viktor Hovland,Birdies,3.5,4.173,0.673,over,12.44,2,L,100,121,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,V. Hovland,Viktor Hovland,Birdies,3.5,4.173,0.673,under,-23.22,2,W,-155,-121,0.645,0.826
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,J. Thomas,Justin Thomas,Birdies,3.5,4.564,1.064,over,2.89,6,W,-190,-152,0.526,0.658
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,J. Thomas,Justin Thomas,Birdies,3.5,4.564,1.064,under,-12.86,6,L,125,152,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,X. Schauffele,Xander Schauffele,Birdies,3.5,4.404,0.904,over,0.56,1,L,-190,-158,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,X. Schauffele,Xander Schauffele,Birdies,3.5,4.404,0.904,under,-9.55,1,W,130,158,1.300,1.580
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,C. Conners,Corey Conners,Birdies,3.5,4.256,0.756,over,9.24,1,L,-120,129,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,C. Conners,Corey Conners,Birdies,3.5,4.256,0.756,under,-21.23,1,W,-135,-129,0.741,0.775
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,Jason Day,Jason Day,Birdies,3.5,4.368,0.868,over,10.98,3,L,-120,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,C. Morikawa,Collin Morikawa,Birdies,3.5,4.510,1.010,over,10.19,3,L,-135,112,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,C. Morikawa,Collin Morikawa,Birdies,3.5,4.510,1.010,under,-20.02,3,W,-110,-112,0.909,0.893
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,R. Henley,Russell Henley,Birdies,3.5,4.534,1.034,over,16.77,4,W,-105,144,0.952,1.440
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,R. Henley,Russell Henley,Birdies,3.5,4.534,1.034,under,-31.62,4,L,-175,-144,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,S. Lowry,Shane Lowry,Birdies,3.5,4.263,0.763,over,3.11,4,W,-155,-129,0.645,0.775
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,S. Lowry,Shane Lowry,Birdies,3.5,4.263,0.763,under,-12.67,4,L,105,129,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,L. Aberg,Ludvig Aberg,Birdies,3.5,4.425,0.925,over,5.61,3,L,-155,-125,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,L. Aberg,Ludvig Aberg,Birdies,3.5,4.425,0.925,under,-16.39,3,W,100,125,1.000,1.250
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.657,0.157,over,5.17,3,L,110,135,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.657,0.157,under,-15.05,3,W,-165,-135,0.606,0.741
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,2,L. Aberg,Ludvig Aberg,Birdies,3.5,4.445,0.945,over,4.42,5,W,-165,-134,0.606,0.746
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,2,L. Aberg,Ludvig Aberg,Birdies,3.5,4.445,0.945,under,-14.31,5,L,110,134,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,2,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.679,0.179,over,3.17,4,L,100,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,2,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.679,0.179,under,-13.96,4,W,-155,-124,0.645,0.806
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,3,L. Aberg,Ludvig Aberg,Birdies,3.5,4.440,0.940,over,9.17,3,L,-135,-106,-1.000,-1.000
2026-07-14T17:36:26.248Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,3,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.618,0.118,over,6.65,3,L,120,151,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,3,A. Scott,Adam Scott,Birdies,4.5,5.547,1.047,over,11.00,3,L,-125,-101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,3,A. Scott,Adam Scott,Birdies,4.5,5.547,1.047,under,-22.11,3,W,-125,101,0.800,1.010
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,A. Scott,Adam Scott,Birdies,3.5,5.623,2.123,over,18.29,4,W,-165,-137,0.606,0.730
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,A. Scott,Adam Scott,Birdies,3.5,5.623,2.123,under,-28.17,4,L,110,137,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,A. Scott,Adam Scott,Birdies,4.5,5.623,1.123,over,10.12,4,L,-135,-110,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,A. Scott,Adam Scott,Birdies,4.5,5.623,1.123,under,-19.95,4,W,-110,110,0.909,1.100
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,K. Bradley,Keegan Bradley,Birdies,3.5,5.526,2.026,over,25.11,2,L,-120,103,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,K. Bradley,Keegan Bradley,Birdies,4.5,5.526,1.026,over,17.49,2,L,105,127,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,C. Morikawa,Collin Morikawa,Birdies,4.5,5.151,0.651,under,-21.66,2,W,-155,-122,0.645,0.820
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,V. Hovland,Viktor Hovland,Birdies,4.5,5.304,0.804,over,14.37,2,L,105,130,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,3,W. Clark,Wyndham Clark,Birdies,4.5,5.593,1.093,over,12.63,4,L,-120,104,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,W. Clark,Wyndham Clark,Birdies,3.5,5.417,1.917,over,11.93,3,L,-200,-159,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,W. Clark,Wyndham Clark,Birdies,3.5,5.417,1.917,under,-22.08,3,W,130,159,1.300,1.590
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,W. Clark,Wyndham Clark,Birdies,4.5,5.417,0.917,over,3.99,3,L,-155,-128,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,4.5,5.608,1.108,over,11.82,2,L,-125,-102,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,4.5,5.608,1.108,under,-21.92,2,W,-120,102,0.833,1.020
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,5.5,5.608,0.108,over,0.53,2,L,-105,116,-1.000,-1.000
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,5.5,5.608,0.108,under,-10.93,2,W,-145,-116,0.690,0.862
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW PGA Championship 2024,BMW PGA Championship,2024,3,S. Jaeger,Stephan Jaeger,Birdies,4.5,5.176,0.676,over,5.70,5,W,-125,-102,0.800,0.980
2026-07-14T17:36:26.248Z,Castle Pines Golf Club,BMW PGA Championship 2024,BMW PGA Championship,2024,2,S. Jaeger,Stephan Jaeger,Birdies,5.5,4.970,-0.530,over,-6.67,6,W,110,137,1.100,1.370
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,A. Scott,Adam Scott,Birdies,4.5,3.357,-1.143,over,-20.20,4,L,110,137,-1.000,-1.000
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,A. Scott,Adam Scott,Birdies,4.5,3.357,-1.143,under,10.32,4,W,-165,-137,0.606,0.730
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,1,N. Hojgaard,Nicolai Hojgaard,Birdies,4.5,3.217,-1.283,under,14.65,7,L,-155,-129,-1.000,-1.000
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,1,D. Willett,Danny Willett,Birdies,3.5,2.613,-0.887,under,15.58,7,L,-120,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,1,T. Hatton,Tyrrell Hatton,Birdies,4.5,3.454,-1.046,over,-22.98,5,W,-110,110,0.909,1.100
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,5.5,3.185,-2.315,under,28.62,1,W,-155,-130,0.645,0.769
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,N. Hojgaard,Nicolai Hojgaard,Birdies,4.5,3.267,-1.233,over,-33.61,4,L,-145,-114,-1.000,-1.000
2026-07-14T17:36:26.248Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,S. Lowry,Shane Lowry,Birdies,4.5,3.362,-1.138,over,-22.48,3,L,100,122,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,A. Scott,Adam Scott,Birdies,5.5,6.463,0.963,over,13.01,8,W,-105,106,0.952,1.060
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,B. Griffin,Ben Griffin,Birdies,5.5,6.378,0.878,over,13.10,4,L,100,114,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,B. Todd,Brendon Todd,Birdies,5.5,6.350,0.850,over,12.73,7,W,100,115,1.000,1.150
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,L. Herbert,Lucas Herbert,Birdies,5.5,6.392,0.892,over,14.51,6,W,105,121,1.050,1.210
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,A. Bhatia,Akshay Bhatia,Birdies,6,6.712,0.712,over,5.88,7,W,-120,-104,0.833,0.962
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,C. Villegas,Camilo Villegas,Birdies,5.5,6.618,1.118,over,11.66,8,W,-120,-103,0.833,0.971
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,C. Villegas,Camilo Villegas,Birdies,5.5,6.618,1.118,under,-18.59,8,L,-110,103,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,L. List,Luke List,Birdies,6,6.698,0.698,over,12.62,5,L,110,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,C. Villegas,Camilo Villegas,Birdies,4.5,6.007,1.507,over,23.52,5,W,105,128,1.050,1.280
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,C. Villegas,Camilo Villegas,Birdies,4.5,6.007,1.507,under,-34.56,5,L,-165,-139,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,J. Vegas,Jhonattan Vegas,Birdies,4.5,6.346,1.846,under,-25.96,8,L,100,122,-1.000,-1.000
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,M. McNealy,Maverick McNealy,Birdies,4.5,6.361,1.861,under,-22.63,3,W,115,144,1.150,1.440
2026-07-14T17:36:26.248Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,2,N. Echavarria,Nico Echavarria,Birdies,4.5,6.521,2.021,over,23.14,4,L,-120,102,-1.000,-1.000
