generated_at,course_name,competition,event,year,round,player,matched_player,market,line,model_mu,model_line_edge,side,model_edge_pct,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-07-14T17:36:26.248Z,Memorial Park Golf Course,Texas Childrens Houston Open,Texas Childrens Houston Open,2024,4,N. Dunlap,Nick Dunlap,Birdies,3.5,4.619,1.119,under,-20.40,3,W,-105,109,0.952,1.090
2026-07-14T17:36:26.248Z,Memorial Park Golf Course,Texas Childrens Houston Open,Texas Childrens Houston Open,2024,4,T. Detry,Thomas Detry,Birdies,3.5,4.321,0.821,over,5.62,3,L,-145,-123,-1.000,-1.000
2026-07-14T17:36:26.248Z,Memorial Park Golf Course,Texas Childrens Houston Open,Texas Childrens Houston Open,2024,4,T. Detry,Thomas Detry,Birdies,3.5,4.321,0.821,under,-12.42,3,W,110,123,1.100,1.230
2026-07-14T17:36:26.248Z,Memorial Park Golf Course,Texas Childrens Houston Open,Texas Childrens Houston Open,2024,2,W. Clark,Wyndham Clark,Birdies,4,4.862,0.862,over,5.48,5,W,-145,-124,0.690,0.806
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,J. Day,Jason Day,Birdies,5.5,6.583,1.083,over,14.55,6,W,-105,-108,0.952,0.926
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,J. Day,Jason Day,Birdies,5.5,6.583,1.083,under,-21.32,6,L,-125,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,S. Lowry,Shane Lowry,Birdies,5.5,6.453,0.953,over,15.31,5,L,105,-108,-1.000,-1.000
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,S. Lowry,Shane Lowry,Birdies,5.5,6.453,0.953,under,-21.54,5,W,-135,108,0.741,1.080
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,"Dunlap, Nick",Nick Dunlap,Birdies,6.5,6.982,0.482,over,6.97,4,L,100,113,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,"Dunlap, Nick",Nick Dunlap,Birdies,6.5,6.982,0.482,under,-12.53,4,W,-125,-113,0.800,0.885
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,J. Thomas,Justin Thomas,Birdies,7,7.793,0.793,over,8.38,5,L,-110,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,J. Thomas,Justin Thomas,Birdies,7,7.793,0.793,under,-13.15,5,W,-110,-101,0.909,0.990
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,S. Burns,Sam Burns,Birdies,7,6.948,-0.052,over,1.62,5,L,110,122,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,S. Burns,Sam Burns,Birdies,7,6.948,-0.052,under,-8.42,5,W,-145,-122,0.690,0.820
2026-07-14T17:36:26.248Z,La Quinta Country Club,The American Express 2024,The American Express,2024,1,P. Cantlay,Patrick Cantlay,Birdies,6,6.622,0.622,under,-9.20,8,L,100,112,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,3,P. Cantlay,Patrick Cantlay,Birdies,6.5,6.750,0.250,over,-0.86,6,L,-120,-102,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,3,S. Scheffler,Scottie Scheffler,Birdies,6.5,6.923,0.423,over,1.60,4,L,-120,-102,-1.000,-1.000
2026-07-14T17:36:26.248Z,La Quinta Country Club,The American Express 2024,The American Express,2024,1,J. Thomas,Justin Thomas,Birdies,5.5,6.601,1.101,over,10.44,8,W,-125,-112,0.800,0.893
2026-07-14T17:36:26.248Z,La Quinta Country Club,The American Express 2024,The American Express,2024,1,J. Thomas,Justin Thomas,Birdies,5.5,6.601,1.101,under,-16.00,8,L,100,112,-1.000,-1.000
2026-07-14T17:36:26.248Z,La Quinta Country Club,The American Express 2024,The American Express,2024,1,R. Fowler,Rickie Fowler,Birdies,5.5,6.396,0.896,over,10.96,5,L,-110,102,-1.000,-1.000
2026-07-14T17:36:26.248Z,La Quinta Country Club,The American Express 2024,The American Express,2024,1,R. Fowler,Rickie Fowler,Birdies,5.5,6.396,0.896,under,-17.89,5,W,-120,-102,0.833,0.980
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,J. Thomas,Justin Thomas,Birdies,5.5,6.811,1.311,over,14.01,7,W,-120,-122,0.833,0.820
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,J. Thomas,Justin Thomas,Birdies,5.5,6.811,1.311,under,-19.78,7,L,-105,105,-1.000,-1.000
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,R. Fowler,Rickie Fowler,Birdies,5,6.446,1.446,over,13.37,6,W,-135,-133,0.741,0.752
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,R. Fowler,Rickie Fowler,Birdies,5,6.446,1.446,under,-19.60,6,L,105,121,-1.000,-1.000
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,4,E. Cole,Eric Cole,Birdies,6,7.157,1.157,over,6.95,4,L,-145,-124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,T. Finau,Tony Finau,Birdies,5,6.679,1.679,over,15.96,7,W,-135,-133,0.741,0.752
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,X. Schauffele,Xander Schauffele,Birdies,5.5,6.780,1.280,over,13.64,5,L,-120,-117,-1.000,-1.000
2026-07-14T17:36:26.248Z,Nicklaus Tournament Course,The American Express 2024,The American Express,2024,2,X. Schauffele,Xander Schauffele,Birdies,5.5,6.780,1.280,under,-19.41,5,W,-105,106,0.952,1.060
2026-07-14T17:36:26.248Z,Pete Dye Stadium Course,The American Express 2024,The American Express,2024,3,T. Finau,Tony Finau,Birdies,5.5,6.620,1.120,over,8.79,7,W,-135,-120,0.741,0.833
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,4,K. Kraft,Kelly Kraft,Birdies,4.5,7.639,3.139,over,28.83,5,W,-135,-117,0.741,0.855
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,4,K. Kraft,Kelly Kraft,Birdies,4.5,7.639,3.139,under,-35.06,5,L,105,117,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,4,M. Wallace,Matt Wallace,Birdies,5,7.009,2.009,under,-34.18,6,L,-135,-115,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,4,B. Kohles,Ben Kohles,Birdies,5,7.145,2.145,under,-37.19,6,L,-145,-124,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,4,J. Knapp,Jake Knapp,Birdies,5,7.314,2.314,under,-29.48,4,W,100,111,1.000,1.110
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,3,D. Riley,Davis Riley,Birdies,5,7.095,2.095,under,-32.09,2,W,-120,-104,0.833,0.962
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,3,T. Pendrith,Taylor Pendrith,Birdies,5,6.960,1.960,over,23.89,6,W,-110,-101,0.909,0.990
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,3,T. Pendrith,Taylor Pendrith,Birdies,5,6.960,1.960,under,-28.65,6,L,-110,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,TPC Craig Ranch,The CJ CUP Byron Nelson 2024,The CJ CUP Byron Nelson,2024,4,A. Rai,Aaron Rai,Birdies,5,7.529,2.529,under,-30.02,7,L,105,118,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,A. Scott,Adam Scott,Birdies,4.5,4.284,-0.216,over,-5.22,4,L,-105,105,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,A. Scott,Adam Scott,Birdies,4.5,4.284,-0.216,under,-0.55,4,W,-120,-105,0.833,0.952
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,Cam. Young,Cameron Young,Birdies,4.5,4.052,-0.448,over,-9.70,2,L,-105,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,A. Scott,Adam Scott,Birdies,4.5,4.376,-0.124,under,-8.51,7,L,-155,-131,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,L. Aberg,Ludvig Aberg,Birdies,4.5,4.308,-0.192,over,-9.10,6,W,-125,-113,0.800,0.885
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,E. Grillo,Emiliano Grillo,Birdies,5,3.941,-1.059,over,-20.83,3,L,-105,109,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,E. Grillo,Emiliano Grillo,Birdies,5,3.941,-1.059,under,14.06,3,W,-125,-109,0.800,0.917
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,J. Spieth,Jordan Spieth,Birdies,4,4.401,0.401,over,6.08,6,W,-105,107,0.952,1.070
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,J. Spieth,Jordan Spieth,Birdies,4,4.401,0.401,under,-11.84,6,L,-120,-107,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,P. Cantlay,Patrick Cantlay,Birdies,4,4.230,0.230,over,-1.27,8,W,-125,-108,0.800,0.926
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,T. Kim,Tom Kim,Birdies,3.5,4.446,0.946,over,5.92,3,L,-155,-132,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,J. Spieth,Jordan Spieth,Birdies,4.5,4.379,-0.121,over,-4.60,4,L,-110,-101,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,P. Cantlay,Patrick Cantlay,Birdies,4.5,4.053,-0.447,over,-15.91,5,W,-135,-116,0.741,0.862
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,P. Cantlay,Patrick Cantlay,Birdies,4.5,4.053,-0.447,under,9.68,5,L,105,116,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,T. Kim,Tom Kim,Birdies,4,4.331,0.331,over,-3.10,5,W,-145,-129,0.690,0.775
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,P. Cantlay,Patrick Cantlay,Birdies,4.5,3.946,-0.554,over,-16.13,3,L,-125,-113,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,P. Cantlay,Patrick Cantlay,Birdies,4.5,3.946,-0.554,under,10.58,3,W,100,113,1.000,1.130
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,L. List,Luke List,Birdies,4.5,4.235,-0.265,over,-3.71,5,W,105,120,1.050,1.200
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,L. List,Luke List,Birdies,4.5,4.235,-0.265,under,-2.52,5,L,-135,-120,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,W. Zalatoris,Will Zalatoris,Birdies,4.5,4.161,-0.339,over,-10.90,4,L,-120,-106,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,W. Zalatoris,Will Zalatoris,Birdies,4.5,4.161,-0.339,under,5.13,4,W,-105,106,0.952,1.060
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,C. Morikawa,Collin Morikawa,Birdies,4,4.225,0.225,over,4.19,2,L,100,113,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,C. Morikawa,Collin Morikawa,Birdies,4,4.225,0.225,under,-9.75,2,W,-125,-113,0.800,0.885
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.5,4.204,0.704,over,3.76,3,L,-145,-124,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.5,4.204,0.704,under,-10.56,3,W,110,124,1.100,1.240
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,S. Scheffler,Scottie Scheffler,Birdies,4,4.741,0.741,over,3.65,5,W,-145,-123,0.690,0.813
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,S. Scheffler,Scottie Scheffler,Birdies,4,4.741,0.741,under,-10.45,5,L,110,123,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,C. Morikawa,Collin Morikawa,Birdies,4.5,4.406,-0.094,over,-2.94,4,L,-105,107,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5,4.858,-0.142,over,-0.09,3,L,110,127,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5,4.858,-0.142,under,-6.71,3,W,-145,-127,0.690,0.787
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,M. Homa,Max Homa,Birdies,4.5,4.003,-0.497,over,-7.06,3,L,110,123,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.625,0.125,over,-3.33,5,W,-125,-108,0.800,0.926
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.625,0.125,under,-3.45,5,L,-105,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,N. Taylor,Nick Taylor,Birdies,3.5,4.208,0.708,over,5.56,2,L,-135,-120,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,N. Taylor,Nick Taylor,Birdies,3.5,4.208,0.708,under,-11.79,2,W,105,120,1.050,1.200
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,S. Burns,Sam Burns,Birdies,4,4.251,0.251,over,2.28,2,L,-110,101,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,S. Burns,Sam Burns,Birdies,5,4.584,-0.416,under,6.20,3,W,-105,106,0.952,1.060
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,V. Hovland,Viktor Hovland,Birdies,5,4.347,-0.653,over,-19.29,4,L,-135,-119,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,V. Hovland,Viktor Hovland,Birdies,5,4.347,-0.653,under,13.06,4,W,105,119,1.050,1.190
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,N. Taylor,Nick Taylor,Birdies,4,4.387,0.387,over,-2.13,2,L,-145,-128,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,V. Hovland,Viktor Hovland,Birdies,4.5,4.270,-0.230,over,-9.82,3,L,-125,-109,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,P. Cantlay,Patrick Cantlay,Birdies,4.5,4.127,-0.373,over,-8.23,2,L,-105,108,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,P. Cantlay,Patrick Cantlay,Birdies,4.5,4.127,-0.373,under,1.46,2,W,-125,-108,0.800,0.926
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,X. Schauffele,Xander Schauffele,Birdies,4.5,4.461,-0.039,over,-1.93,4,L,-105,105,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,4,X. Schauffele,Xander Schauffele,Birdies,4.5,4.461,-0.039,under,-3.84,4,W,-120,-105,0.833,0.952
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,M. Homa,Max Homa,Birdies,4,3.999,-0.001,over,-0.02,3,L,100,111,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,W. Clark,Wyndham Clark,Birdies,3.5,4.340,0.840,over,4.31,4,W,-155,-132,0.645,0.758
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,M. Homa,Max Homa,Birdies,4.5,3.857,-0.643,over,-13.58,8,W,-105,106,0.952,1.060
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,M. Homa,Max Homa,Birdies,4.5,3.857,-0.643,under,7.82,8,L,-120,-106,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,W. Clark,Wyndham Clark,Birdies,4.5,4.380,-0.120,over,-2.20,3,L,100,113,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,W. Clark,Wyndham Clark,Birdies,4.5,4.380,-0.120,under,-3.36,3,W,-125,-113,0.800,0.885
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.748,0.248,over,-1.20,4,L,-125,-108,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,S. Scheffler,Scottie Scheffler,Birdies,4.5,4.748,0.248,under,-5.58,4,W,-105,108,0.952,1.080
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,T. Fleetwood,Tommy Fleetwood,Birdies,4,3.988,-0.012,over,-9.41,3,L,-145,-130,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,3,T. Fleetwood,Tommy Fleetwood,Birdies,4,3.988,-0.012,under,3.72,3,W,115,130,1.150,1.300
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,S. Theegala,Sahith Theegala,Birdies,4,3.960,-0.040,over,0.45,3,L,105,120,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,S. Theegala,Sahith Theegala,Birdies,4,3.960,-0.040,under,-6.68,3,W,-135,-120,0.741,0.833
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,T. Fleetwood,Tommy Fleetwood,Birdies,4,4.323,0.323,over,7.16,3,L,105,120,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,X. Schauffele,Xander Schauffele,Birdies,4,4.587,0.587,over,4.85,5,W,-125,-110,0.800,0.909
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,X. Schauffele,Xander Schauffele,Birdies,4,4.587,0.587,under,-11.62,5,L,-105,110,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,S. Theegala,Sahith Theegala,Birdies,4.5,4.238,-0.262,under,-2.57,4,W,-135,-115,0.741,0.870
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,G. Woodland,Gary Woodland,Birdies,3,3.986,0.986,over,10.82,5,W,-135,-120,0.741,0.833
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,J. Thomas,Justin Thomas,Birdies,4,4.322,0.322,over,7.14,3,L,105,116,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,J. Thomas,Justin Thomas,Birdies,4,4.322,0.322,under,-13.37,3,W,-135,-116,0.741,0.862
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,T. Woods,Tiger Woods,Birdies,3.5,3.792,0.292,over,9.22,5,W,115,129,1.150,1.290
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,1,T. Woods,Tiger Woods,Birdies,3.5,3.792,0.292,under,-14.92,5,L,-145,-129,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,G. Woodland,Gary Woodland,Birdies,4.5,3.853,-0.647,over,-10.06,2,L,110,125,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,G. Woodland,Gary Woodland,Birdies,4.5,3.853,-0.647,under,3.26,2,W,-145,-125,0.690,0.800
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,J. Thomas,Justin Thomas,Birdies,5,4.633,-0.367,over,-5.30,4,L,105,116,-1.000,-1.000
2026-07-14T17:36:26.248Z,The Riviera Country Club,The Genesis Invitational 2024,The Genesis Invitational,2024,2,J. Thomas,Justin Thomas,Birdies,5,4.633,-0.367,under,-0.93,4,W,-135,-116,0.741,0.862
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,B. Harman,Brian Harman,Birdies,3,3.624,0.624,under,-10.00,4,L,110,124,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,C. Young,Cameron Young,Birdies,3.5,3.759,0.259,over,6.33,2,L,105,118,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,C. Young,Cameron Young,Birdies,3.5,3.759,0.259,under,-12.56,2,W,-135,-118,0.741,0.847
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,2,E. Grillo,Emiliano Grillo,Birdies,3,3.165,0.165,over,-2.00,2,L,-125,-112,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,J. Rahm,Jon Rahm,Birdies,4,3.576,-0.424,over,-5.05,3,L,115,129,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,J. Rahm,Jon Rahm,Birdies,4,3.576,-0.424,under,-0.64,3,W,-145,-129,0.690,0.775
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,V. Hovland,Viktor Hovland,Birdies,3.5,3.712,0.212,under,-5.44,3,W,-105,106,0.952,1.060
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,2,T. Finau,Tony Finau,Birdies,3,2.913,-0.087,over,-7.51,1,L,-125,-113,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,3,B. Harman,Brian Harman,Birdies,3,3.151,0.151,over,3.26,4,W,100,113,1.000,1.130
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,3,T. Fleetwood,Tommy Fleetwood,Birdies,3,3.301,0.301,over,-4.45,1,L,-155,-134,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,S. Straka,Sepp Straka,Birdies,3,4.058,1.058,over,16.95,5,W,-110,100,0.909,1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,S. Straka,Sepp Straka,Birdies,3,4.058,1.058,under,-21.72,5,L,-110,-100,-1.000,-1.000
2026-07-14T17:36:26.248Z,Royal Liverpool,The Open Championship 2023,The Open Championship,2023,4,T. Fleetwood,Tommy Fleetwood,Birdies,3.5,3.395,-0.105,under,-0.19,2,W,-110,101,0.909,1.010
2026-07-14T17:36:26.248Z,Royal Portrush Golf Club,The Open Championship 2025,The Open Championship,2025,2,H. Matsuyama,Hideki Matsuyama,Birdies,2.5,4.140,1.640,over,10.36,5,W,-210,-168,0.476,0.595
2026-07-14T17:36:26.248Z,Royal Portrush Golf Club,The Open Championship 2025,The Open Championship,2025,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.5,4.069,0.569,over,11.92,8,W,105,129,1.050,1.290
2026-07-14T17:36:26.248Z,Royal Portrush Golf Club,The Open Championship 2025,The Open Championship,2025,2,J. Rahm,Jon Rahm,Birdies,3.5,3.981,0.481,over,-4.46,3,L,-175,-141,-1.000,-1.000
