captured_at,sl_round_props_refreshed_at,projections_updated_at,event_name,course_used,display_round,round_num,dg_id,player_name,market,sl_line,over_odds,under_odds,p_over_implied,p_under_implied,odds_method,model_total_score,model_birdies,model_pars,model_bogeys,model_gir,model_fairways,model_putts
2026-07-28T20:38:57Z,2026-07-28T20:38:47Z,2026-07-28T20:38:47Z,Rocket Classic,Detroit Golf Club North Course,1,1,14609,"Kim, Si Woo",Total Score,68.5,-132,-125,0.5689655172413793,0.5555555555555556,sleeper_multiplier,67.36,4.36,10.87,2.47,10.89,9.71,28.28
2026-07-28T20:38:57Z,2026-07-28T20:38:47Z,2026-07-28T20:38:47Z,Rocket Classic,Detroit Golf Club North Course,1,1,23604,"Clark, Wyndham",Birdies,3.5,-189,110,0.6539792387543253,0.47619047619047616,sleeper_multiplier,67.98,4.44,10.45,2.61,10.89,7.97,27.39
2026-07-28T20:38:57Z,2026-07-28T20:38:47Z,2026-07-28T20:38:47Z,Rocket Classic,Detroit Golf Club North Course,1,1,23604,"Clark, Wyndham",Bogeys,2.5,-101,-164,0.5024875621890548,0.6212121212121212,sleeper_multiplier,67.98,4.44,10.45,2.61,10.89,7.97,27.39
2026-07-28T20:38:57Z,2026-07-28T20:38:47Z,2026-07-28T20:38:47Z,Rocket Classic,Detroit Golf Club North Course,1,1,23604,"Clark, Wyndham",Total Score,68.5,-135,-122,0.574468085106383,0.5495495495495496,sleeper_multiplier,67.98,4.44,10.45,2.61,10.89,7.97,27.39
2026-07-28T20:39:19Z,2026-07-28T20:38:47Z,2026-07-28T20:39:04Z,Rocket Classic,Detroit Golf Club North Course,1,1,27774,"Gotterup, Chris",Birdies,3.5,-196,115,0.6621621621621622,0.46511627906976744,sleeper_multiplier,67.97,4.05,10.99,2.57,12.81,8.07,28
2026-07-28T20:39:19Z,2026-07-28T20:38:47Z,2026-07-28T20:39:04Z,Rocket Classic,Detroit Golf Club North Course,1,1,27774,"Gotterup, Chris",Bogeys,2.5,-103,-161,0.5073891625615764,0.6168582375478927,sleeper_multiplier,67.97,4.05,10.99,2.57,12.81,8.07,28
2026-07-28T20:39:19Z,2026-07-28T20:38:47Z,2026-07-28T20:39:04Z,Rocket Classic,Detroit Golf Club North Course,1,1,27774,"Gotterup, Chris",Total Score,68.5,-128,-128,0.5614035087719298,0.5614035087719298,sleeper_multiplier,67.97,4.05,10.99,2.57,12.81,8.07,28
2026-07-28T20:39:19Z,2026-07-28T20:38:47Z,2026-07-28T20:39:04Z,Rocket Classic,Detroit Golf Club North Course,1,1,15466,"Cantlay, Patrick",Birdies,3.5,-154,-108,0.6062992125984252,0.5192307692307693,sleeper_multiplier,69.09,3.77,11.19,2.71,12.74,8.66,28.7
2026-07-28T20:39:19Z,2026-07-28T20:38:47Z,2026-07-28T20:39:04Z,Rocket Classic,Detroit Golf Club North Course,1,1,15466,"Cantlay, Patrick",Bogeys,2.5,109,-185,0.4784688995215311,0.6491228070175439,sleeper_multiplier,69.09,3.77,11.19,2.71,12.74,8.66,28.7
2026-07-28T20:39:19Z,2026-07-28T20:38:47Z,2026-07-28T20:39:04Z,Rocket Classic,Detroit Golf Club North Course,1,1,15466,"Cantlay, Patrick",Total Score,68.5,-143,-115,0.588477366255144,0.5348837209302325,sleeper_multiplier,69.09,3.77,11.19,2.71,12.74,8.66,28.7
