exported_at,projections_updated_at,event_name,course_used,display_round,round,pricing_mode,pricing_skill,dg_id,player_name,actual_fairways,actual_round_score,actual_birdies,actual_gir,actual_source,book_odds_source,fairways_line,round_score_line,birdies_line,gir_line,fairways_book_line,round_score_book_line,birdies_book_line,gir_book_line,fairways_over_odds,round_score_over_odds,birdies_over_odds,gir_over_odds,fairways_under_odds,round_score_under_odds,birdies_under_odds,gir_under_odds,fairways_over,round_score_over,birdies_over,gir_over,fairways_under,round_score_under,birdies_under,gir_under,weather_wind_mph,weather_temp_f,weather_condition,weather_difficulty,sg_ott,sg_app,tee_wave,pin_sheet_active,gir_minus_fw,course_fw_width,edge
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,23504,"Hoey, Rico",10,66.0,6,14,historical_rounds+player_history_shard,pre_round_audit,12,66.4,6.7,12.8,,67.5,5.5,,,-150,+128,,,+112,-182,,L,L,W,W,W,W,L,L,,,,,1.377,-1.633,,1,4.008,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,20722,"Schmid, Matti",12,69.0,3,13,historical_rounds+player_history_shard,pre_round_audit,8,67.4,6.8,12.1,,68.5,5.5,,,+116,+116,,,-156,-166,,W,W,L,W,L,L,W,L,,,,,1.68,0.569,,1,0.998,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,10104,"Power, Seamus",9,65.0,6,16,historical_rounds+player_history_shard,pre_round_audit,8,65.7,6.2,11.7,,68.5,4.5,,,-104,-136,,,-130,-104,,W,L,W,W,L,W,L,L,,,,,0.139,0.256,,1,7,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,14609,"Kim, Si Woo",12,60.0,12,13,historical_rounds+player_history_shard,pre_round_audit,12,65.0,6.7,12.4,10.5,66.5,5.5,13.5,-138,-150,-118,-120,-104,+110,-120,-114,W,L,W,L,L,W,L,W,,,,,1.054,2.251,,1,0.998,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,24550,"Ghim, Doug",9,69.0,3,13,historical_rounds+player_history_shard,pre_round_audit,12,65.6,6.8,12.4,9.5,67.5,4.5,13.5,-172,-158,-170,+102,+120,+116,+120,-140,L,W,L,L,W,L,W,W,,,,,-0.253,0.173,,1,3.994,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,12423,"Kirk, Chris",10,66.0,5,12,historical_rounds+player_history_shard,pre_round_audit,9,66.5,6.7,12.6,,67.5,4.5,,,-158,-172,,,+118,+122,,W,L,W,L,L,W,L,W,,,,,0.917,1.025,,1,2.01,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,23838,"Hojgaard, Rasmus",7,65.0,5,13,historical_rounds+player_history_shard,pre_round_audit,12,66.4,6.5,12.2,,67.5,5.5,,,-140,+106,,,+104,-150,,L,L,L,W,W,W,W,L,,,,,1.145,1.022,,1,5.996,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,26649,"Thorbjornsen, Michael",11,73.0,2,10,historical_rounds+player_history_shard,pre_round_audit,11,66.3,6.2,11.6,9.5,67.5,5.5,13.5,-112,-125,+114,-114,-130,-108,-160,-122,W,W,L,L,L,L,W,W,,,,,2.035,-3.601,,1,-0.996,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,15470,"Hossler, Beau",8,73.0,4,11,historical_rounds+player_history_shard,pre_round_audit,12,64.6,7.3,12.8,,67.5,4.5,,,-158,-184,,,+116,+130,,L,W,L,L,W,L,W,W,,,,,-0.383,-0.678,,1,3.004,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,21944,"Moore, Taylor",7,69.0,3,12,historical_rounds+player_history_shard,pre_round_audit,12,66.0,6.8,12.0,8.5,68.5,4.5,12.5,-125,+114,-178,-132,-114,-152,+126,-104,L,W,L,L,W,L,W,W,,,,,0.665,-0.596,,1,5.006,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,16394,"Jaeger, Stephan",6,68.0,5,10,historical_rounds+player_history_shard,pre_round_audit,8,65.8,6.5,12.0,8.5,67.5,5.5,12.5,-114,-154,+130,-128,-126,+115,-184,-108,L,W,L,L,W,L,W,W,,,,,-2.453,0.282,,1,4.002,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,26653,"Eckroat, Austin",8,71.0,4,9,historical_rounds+player_history_shard,pre_round_audit,9,64.1,7.2,13.1,9.5,67.5,4.5,13.5,-146,-156,-186,+120,+100,+116,+132,-164,L,W,L,L,W,L,W,W,,,,,-0.582,-3.237,,1,1.006,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,18417,"Scheffler, Scottie",9,63.0,7,17,historical_rounds+player_history_shard,pre_round_audit,12,62.2,7.5,13.7,10.5,65.5,6.5,14.5,+116,-118,-122,+106,-166,-114,-115,-146,L,L,W,W,W,W,L,L,,,,,0.572,2.578,,1,7.99,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,23841,"Neergaard-Petersen, Rasmus",8,66.0,6,10,historical_rounds+player_history_shard,pre_round_audit,12,68.2,5.9,11.5,,68.5,4.5,,,+106,-168,,,-144,+118,,L,L,W,L,W,W,L,W,,,,,0.039,-0.571,,1,2.014,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,17488,"Im, Sungjae",11,61.0,9,15,historical_rounds+player_history_shard,pre_round_audit,11,65.6,6.4,11.6,,67.5,5.5,,,-132,+115,,,-104,-162,,L,L,W,W,W,W,L,L,,,,,1.254,2.982,,1,3.99,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,23604,"Clark, Wyndham",8,63.0,8,15,historical_rounds+player_history_shard,pre_round_audit,8,66.4,6.6,12.1,9.5,67.5,5.5,13.5,+110,-134,+112,+112,-158,+100,-158,-154,L,L,W,W,W,W,L,L,,,,,0.698,2.303,,1,7,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,12808,"Grillo, Emiliano",10,69.0,5,10,historical_rounds+player_history_shard,pre_round_audit,10,66.4,6.1,12.2,10.5,68.5,4.5,13.5,+108,-118,-134,+108,-156,-114,-105,-150,L,W,W,L,W,L,L,W,,,,,0.129,0.568,,1,0.012,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,23465,"Greyserman, Max",12,62.0,8,17,historical_rounds+player_history_shard,pre_round_audit,10,65.9,6.5,12.2,,67.5,5.5,,,-140,+105,,,+104,-148,,W,L,W,W,L,W,L,L,,,,,2.152,3.338,,1,4.994,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,16283,"Rodgers, Patrick",10,65.0,7,13,historical_rounds+player_history_shard,pre_round_audit,7,65.1,6.5,11.8,,68.5,4.5,,,+106,-170,,,-142,+120,,W,L,W,W,L,W,L,L,,,,,1.555,0.365,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,29197,"Brennan, Michael",9,69.0,4,10,historical_rounds+player_history_shard,pre_round_audit,12,68.1,6.0,11.5,,67.5,5.5,,,-146,-104,,,+108,-136,,L,W,L,L,W,L,W,W,,,,,1.257,0.101,,1,1.006,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,15330,"Griffin, Lanto",10,69.0,3,14,historical_rounds+player_history_shard,pre_round_audit,8,65.6,7.0,12.5,,68.5,4.5,,,-130,-134,,,-104,-105,,W,W,L,W,L,L,W,L,,,,,0.451,-0.648,,1,4.008,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,28309,"Coody, Pierceson",9,65.0,7,15,historical_rounds+player_history_shard,pre_round_audit,12,67.9,6.5,11.7,,67.5,5.5,,,-118,-106,,,-114,-134,,L,L,W,W,W,W,L,L,,,,,0.565,0.705,,1,5.992,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,22760,"Hisatsune, Ryo",10,68.0,5,12,historical_rounds+player_history_shard,pre_round_audit,11,65.7,6.7,12.5,9.5,67.5,5.5,13.5,-170,-120,+108,-150,+118,-112,-154,+108,W,W,L,L,L,L,W,W,,,,,0.516,0.771,,1,2.01,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,20954,"Hirata, Kensei",10,65.0,6,15,historical_rounds+player_history_shard,pre_round_audit,6,68.2,5.9,11.3,,68.5,4.5,,,-152,-102,,,+112,-140,,W,L,W,W,L,W,L,L,,,,,0.896,1.955,,1,4.998,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,16243,"Koepka, Brooks",10,69.0,4,13,historical_rounds+player_history_shard,pre_round_audit,12,66.0,6.8,12.5,9.5,67.5,5.5,13.5,+126,-108,-136,-134,-184,-125,-104,-104,W,W,L,L,L,L,W,W,,,,,1.516,-0.252,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,17780,"Pendrith, Taylor",10,67.0,6,13,historical_rounds+player_history_shard,pre_round_audit,12,64.3,6.8,12.8,,67.5,5.5,,,-130,+108,,,-104,-152,,L,L,W,W,W,W,L,L,,,,,-0.356,2.433,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,26850,"Svensson, Jesper",7,72.0,2,11,historical_rounds+player_history_shard,pre_round_audit,11,69.5,6.0,11.0,8.5,68.5,4.5,12.5,-156,-118,-158,-140,+108,-114,+112,+100,L,W,L,L,W,L,W,W,,,,,-0.688,-2.322,,1,3.998,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,32152,"Brown, Blades",9,68.0,4,14,historical_rounds+player_history_shard,pre_round_audit,9,64.9,7.2,12.7,,68.5,5.5,,,+112,+112,,,-150,-160,,L,L,L,W,W,W,W,L,,,,,0.385,0.766,,1,5.002,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,16333,"Hubbard, Mark",8,67.0,5,14,historical_rounds+player_history_shard,pre_round_audit,9,63.4,7.3,13.2,,68.5,4.5,,,-114,-144,,,-120,+102,,L,L,W,W,W,W,L,L,,,,,-0.061,2.292,,1,6.01,38.5,
2026-07-07T21:37:27Z,2026-05-22T10:55:18Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,2,2,default,default,14636,"Spieth, Jordan",8,62.0,9,14,historical_rounds+player_history_shard,pre_round_audit,12,64.7,6.6,12.3,9.5,66.5,5.5,13.5,-112,-158,-128,-106,-128,+118,-110,-130,L,L,W,W,W,W,L,L,,,,,-0.127,1.009,,1,6.01,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,15575,"Hoge, Tom",7,66.0,8,13,historical_rounds+player_history_shard,pre_round_audit,6,65.5,6.4,12.3,9.5,68.5,4.5,12.5,+128,-102,-174,-110,-184,-132,+122,-125,L,L,W,W,W,W,L,L,,,,,-0.697,1.808,,1,5.996,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,23604,"Clark, Wyndham",9,65.0,6,13,historical_rounds+player_history_shard,pre_round_audit,8,65.9,6.7,12.2,9.5,67.5,5.5,13.5,+128,-108,-120,+126,-186,-125,-118,-174,L,L,W,L,W,W,L,W,,,,,0.782,0.203,,1,3.994,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,21944,"Moore, Taylor",10,69.0,6,12,historical_rounds+player_history_shard,pre_round_audit,12,65.8,6.7,11.9,8.5,67.5,5.5,12.5,-104,-142,+110,-112,-138,+105,-154,-122,W,W,W,L,L,L,L,W,,,,,1.418,-0.731,,1,2.01,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,10104,"Power, Seamus",9,71.0,5,13,historical_rounds+player_history_shard,pre_round_audit,8,65.6,6.2,11.8,9.5,67.5,4.5,12.5,-110,-156,-180,-152,-130,+116,+126,+112,L,W,W,W,W,L,L,L,,,,,-0.526,-2.304,,1,3.994,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,11676,"Finau, Tony",8,69.0,5,13,historical_rounds+player_history_shard,pre_round_audit,6,68.1,6.1,11.3,8.5,67.5,5.5,12.5,-136,-150,+115,-130,-106,+112,-162,-106,L,W,L,W,W,L,W,L,,,,,0.628,0.272,,1,5.002,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,29279,"Suber, Jackson",9,69.0,4,13,historical_rounds+player_history_shard,pre_round_audit,10,66.1,6.8,12.7,8.5,68.5,4.5,12.5,-130,-110,-174,-174,-110,-122,+124,+126,W,W,L,W,L,L,W,L,,,,,-0.74,2.931,,1,3.994,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,17488,"Im, Sungjae",7,67.0,6,11,historical_rounds+player_history_shard,pre_round_audit,11,65.4,6.4,11.5,9.5,67.5,5.5,12.5,-138,-114,-110,-130,-105,-118,-130,-106,L,L,W,L,W,W,L,W,,,,,-0.209,-0.62,,1,3.998,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,20954,"Hirata, Kensei",10,70.0,3,13,historical_rounds+player_history_shard,pre_round_audit,6,67.6,6.0,11.4,10.5,68.5,4.5,12.5,-118,-134,-122,+110,-122,+100,-115,-150,L,W,L,W,W,L,W,L,,,,,-0.203,-0.408,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,15004,"Kim, Chan",10,71.0,3,11,historical_rounds+player_history_shard,pre_round_audit,7,67.6,6.5,12.5,,68.5,4.5,,,-114,-140,,,-118,-102,,W,W,L,L,L,L,W,W,,,,,-0.85,-1.801,,1,1.002,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,14609,"Kim, Si Woo",8,68.0,6,12,historical_rounds+player_history_shard,pre_round_audit,12,65.0,6.7,12.3,10.5,66.5,5.5,13.5,-118,-130,-144,-108,-122,-104,+102,-128,L,W,W,L,W,L,L,W,,,,,0.26,-0.328,,1,4.012,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,18187,"Duncan, Tyler",12,72.0,3,11,historical_rounds+player_history_shard,pre_round_audit,8,66.7,6.1,12.0,,68.5,4.5,,,-146,-108,,,+108,-130,,W,W,L,L,L,L,W,W,,,,,-0.029,-1.643,,1,-1,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,14636,"Spieth, Jordan",10,73.0,3,10,historical_rounds+player_history_shard,pre_round_audit,12,64.2,6.6,12.3,9.5,66.5,5.5,13.5,+108,-134,-160,+108,-156,+100,+114,-148,W,W,L,L,L,L,W,W,,,,,-0.493,-0.494,,1,0.012,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,19846,"Bauchou, Zach",10,66.0,6,15,historical_rounds+player_history_shard,pre_round_audit,8,65.7,7.0,12.6,,68.5,4.5,,,+102,-178,,,-138,+126,,W,L,W,W,L,W,L,L,,,,,0.932,-0.117,,1,4.998,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,18417,"Scheffler, Scottie",10,65.0,7,16,historical_rounds+player_history_shard,pre_round_audit,12,63.0,7.5,13.5,9.5,65.5,6.5,14.5,-190,+108,-166,+116,+132,-146,+118,-160,W,L,W,W,L,W,L,L,,,,,0.718,1.185,,1,6.006,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,23841,"Neergaard-Petersen, Rasmus",9,68.0,5,14,historical_rounds+player_history_shard,pre_round_audit,12,67.6,6.0,11.6,,67.5,5.5,,,-134,+106,,,+100,-150,,L,W,L,W,W,L,W,L,,,,,0.172,2.51,,1,5.002,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,23465,"Greyserman, Max",8,65.0,6,16,historical_rounds+player_history_shard,pre_round_audit,10,65.4,6.7,12.2,,67.5,5.5,,,-120,-120,,,-114,-118,,L,L,W,W,W,W,L,L,,,,,0.892,2.03,,1,8.008,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,23504,"Hoey, Rico",12,68.0,4,13,historical_rounds+player_history_shard,pre_round_audit,12,66.2,6.7,12.7,,67.5,5.5,,,-116,-108,,,-116,-132,,W,W,L,W,L,L,W,L,,,,,0.449,-0.521,,1,0.998,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,16243,"Koepka, Brooks",9,66.0,6,13,historical_rounds+player_history_shard,pre_round_audit,12,65.6,6.8,12.6,8.5,66.5,6.5,13.5,-164,-152,+128,-120,+114,+114,-180,-115,W,L,L,L,L,W,W,W,,,,,0.456,1.415,,1,3.994,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,22760,"Hisatsune, Ryo",12,65.0,5,14,historical_rounds+player_history_shard,pre_round_audit,11,65.5,6.7,12.4,,67.5,5.5,,,-102,-116,,,-132,-122,,W,L,L,W,L,W,W,L,,,,,1.155,1.579,,1,2.006,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,16283,"Rodgers, Patrick",9,69.0,4,13,historical_rounds+player_history_shard,pre_round_audit,7,65.0,6.5,11.7,,67.5,5.5,,,-136,+106,,,+100,-148,,W,W,L,W,L,L,W,L,,,,,-0.133,0.194,,1,3.994,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,32152,"Brown, Blades",10,65.0,7,16,historical_rounds+player_history_shard,pre_round_audit,9,64.5,7.3,12.8,,67.5,5.5,,,-128,-120,,,-105,-118,,W,L,W,W,L,W,L,L,,,,,0.727,2.159,,1,6.006,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,12423,"Kirk, Chris",10,68.0,5,13,historical_rounds+player_history_shard,pre_round_audit,9,66.0,6.8,12.6,,67.5,5.5,,,-136,+112,,,+100,-160,,W,W,L,W,L,L,W,L,,,,,0.26,-0.214,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,18586,"Smith, Jordan",12,70.0,3,11,historical_rounds+player_history_shard,pre_round_audit,11,67.7,6.2,12.4,,67.5,5.5,,,-122,+105,,,-110,-148,,W,W,L,L,L,L,W,W,,,,,0.893,-1.685,,1,-1,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,28159,"Meissner, Mac",6,71.0,4,9,historical_rounds+player_history_shard,pre_round_audit,9,67.6,7.2,12.3,9.5,67.5,5.5,12.5,+118,-116,+102,-174,-170,-115,-146,+126,L,W,L,L,W,L,W,W,,,,,-0.676,-0.835,,1,2.994,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,32330,"Clanton, Luke",11,71.0,2,13,historical_rounds+player_history_shard,pre_round_audit,6,67.7,6.5,12.7,,68.5,4.5,,,-122,-172,,,-110,+122,,W,W,L,W,L,L,W,L,,,,,0.133,-2.385,,1,1.992,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,32457,"Keefer, Johnny",8,67.0,6,14,historical_rounds+player_history_shard,pre_round_audit,10,67.2,6.2,12.1,,67.5,5.5,,,-148,+106,,,+110,-150,,L,L,W,W,W,W,L,L,,,,,0.774,0.828,,1,6.01,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,23838,"Hojgaard, Rasmus",8,69.0,6,13,historical_rounds+player_history_shard,pre_round_audit,12,66.2,6.5,12.1,,67.5,5.5,,,-112,-126,,,-120,-112,,L,W,W,W,W,L,L,L,,,,,1.1,-2.224,,1,5.002,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,26657,"Fisk, Steven",10,67.0,6,13,historical_rounds+player_history_shard,pre_round_audit,9,66.5,6.5,11.9,,67.5,5.5,,,-148,+124,,,+110,-174,,W,L,W,W,L,W,L,L,,,,,-1.532,0.645,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,16394,"Jaeger, Stephan",5,64.0,9,13,historical_rounds+player_history_shard,pre_round_audit,8,65.1,6.4,12.0,8.5,67.5,5.5,12.5,+102,-122,-104,-110,-146,-110,-138,-124,L,L,W,W,W,W,L,L,,,,,-0.195,2.133,,1,7.998,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,19840,"Ramey, Chad",10,73.0,3,14,historical_rounds+player_history_shard,pre_round_audit,10,67.2,6.4,11.4,,67.5,5.5,,,-150,+126,,,+112,-178,,L,W,L,W,W,L,W,L,,,,,0.03,-0.133,,1,4.008,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,28309,"Coody, Pierceson",10,69.0,5,11,historical_rounds+player_history_shard,pre_round_audit,12,66.7,6.5,11.9,,67.5,5.5,,,+100,-134,,,-134,-105,,L,W,L,L,W,L,W,W,,,,,1.437,-1.311,,1,1.002,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,16333,"Hubbard, Mark",10,69.0,3,18,historical_rounds+player_history_shard,pre_round_audit,9,64.5,7.2,13.0,,68.5,5.5,,,+108,+128,,,-146,-182,,W,W,L,W,L,L,W,L,,,,,0.61,1.207,,1,8.004,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,17365,"Mitchell, Keith",8,68.0,4,11,historical_rounds+player_history_shard,pre_round_audit,12,65.9,6.5,11.9,8.5,67.5,5.5,13.5,-184,+102,-132,+105,+128,-136,-108,-144,L,W,L,L,W,L,W,W,,,,,1.666,-2.313,,1,3.004,38.5,
2026-07-07T21:37:27Z,2026-05-23T09:58:12Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,3,3,default,default,17780,"Pendrith, Taylor",7,71.0,4,13,historical_rounds+player_history_shard,pre_round_audit,12,64.1,6.8,12.7,,67.5,5.5,,,-110,-118,,,-122,-120,,L,W,L,W,W,L,W,L,,,,,0.098,-0.993,,1,5.996,38.5,
2026-07-07T21:37:27Z,2026-05-24T09:59:11Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,4,4,default,default,20954,"Hirata, Kensei",10,70.0,5,13,historical_rounds+player_history_shard,pre_round_audit,6,67.3,6.1,11.4,,68.5,4.5,,,-152,-116,,,+114,-122,,W,W,W,W,L,L,L,L,,,,,-0.756,1.041,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-24T09:59:11Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,4,4,default,default,21944,"Moore, Taylor",7,66.0,6,12,historical_rounds+player_history_shard,pre_round_audit,12,65.5,6.6,11.9,,68.5,5.5,,,+115,+116,,,-154,-164,,L,L,W,W,W,W,L,L,,,,,-0.761,-0.509,,1,5.006,38.5,
2026-07-07T21:37:27Z,2026-05-24T09:59:11Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,4,4,default,default,29279,"Suber, Jackson",11,63.0,8,14,historical_rounds+player_history_shard,pre_round_audit,10,65.9,6.9,12.7,8.5,68.5,4.5,12.5,-140,-126,-162,-170,-104,-106,+116,+124,W,L,W,W,L,W,L,L,,,,,1.024,1.464,,1,3,38.5,
2026-07-07T21:37:27Z,2026-05-24T09:59:11Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,4,4,default,default,17550,"Van Rooyen, Erik",8,70.0,3,10,historical_rounds+player_history_shard,pre_round_audit,9,64.2,6.7,12.1,9.5,68.5,4.5,12.5,+124,-128,-166,-114,-178,-105,+118,-120,L,W,L,L,W,L,W,W,,,,,-1.696,-2.827,,1,2.014,38.5,
2026-07-07T21:37:27Z,2026-05-24T09:59:11Z,THE CJ CUP Byron Nelson,TPC Craig Ranch,4,4,default,default,19846,"Bauchou, Zach",11,67.0,6,12,historical_rounds+player_history_shard,pre_round_audit,8,65.6,7.0,12.6,8.5,68.5,4.5,12.5,-144,-114,-164,-104,+100,-118,+116,-134,W,L,W,L,L,W,L,W,,,,,0.894,0.251,,1,1.002,38.5,
