exported_at,projections_updated_at,event_name,course_used,display_round,round,pricing_mode,pricing_skill,dg_id,player_name,actual_fairways,actual_round_score,actual_birdies,actual_gir,actual_source,book_odds_source,fairways_line,round_score_line,birdies_line,gir_line,fairways_book_line,round_score_book_line,birdies_book_line,gir_book_line,fairways_over_odds,round_score_over_odds,birdies_over_odds,gir_over_odds,fairways_under_odds,round_score_under_odds,birdies_under_odds,gir_under_odds,fairways_over,round_score_over,birdies_over,gir_over,fairways_under,round_score_under,birdies_under,gir_under,weather_wind_mph,weather_temp_f,weather_condition,weather_difficulty,sg_ott,sg_app,tee_wave,pin_sheet_active,gir_minus_fw,course_fw_width,edge
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,17606,"Berger, Daniel",7,70.0,3,12,historical_rounds+player_history_shard,pre_round_audit,4,70.4,3.0,12.3,,,2.5,,,,-160,,,,+112,,W,L,W,L,L,W,L,W,,,,,-0.041,-0.292,,0,5.006,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,8825,"Harman, Brian",7,73.0,3,11,historical_rounds+player_history_shard,pre_round_audit,4,70.3,2.9,12.4,,,2.5,,,,-144,,,,+102,,W,W,W,L,L,L,L,W,,,,,-0.739,0.759,,0,3.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,16394,"Jaeger, Stephan",9,70.0,0,16,historical_rounds+player_history_shard,pre_round_audit,4,71.6,2.7,11.5,,,2.5,,,,-138,,,,-102,,W,L,L,W,L,W,W,L,,,,,1.254,1.126,,0,7,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23841,"Neergaard-Petersen, Rasmus",10,72.0,2,13,historical_rounds+player_history_shard,pre_round_audit,8,71.3,2.5,11.5,,,2.5,,,,-146,,,,+104,,W,W,L,W,L,L,W,L,,,,,0.856,0.322,,0,3,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,0,John Keefer,,,,,,pre_round_audit,,,0.0,,,,2.5,,,,-134,,,,-105,,,,,,,,,,,,,,,,,0,,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14502,"Cauley, Bud",7,72.0,3,11,historical_rounds+player_history_shard,pre_round_audit,7,70.0,3.1,12.6,,,2.5,,,,-136,,,,-104,,W,W,W,L,L,L,L,W,,,,,0.321,0.151,,0,3.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14796,"Hatton, Tyrrell",7,74.0,2,11,historical_rounds+player_history_shard,pre_round_audit,8,69.0,3.8,12.9,8.5,70.5,3.5,12.5,+110,-126,+128,+122,-160,-106,-180,-166,L,W,L,L,W,L,W,W,,,,,0.38,1.277,,0,3.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14636,"Spieth, Jordan",9,72.0,1,12,historical_rounds+player_history_shard,pre_round_audit,8,70.6,2.8,11.6,7.5,70.5,3.5,11.5,-172,-124,+108,-158,+118,-110,-152,+115,W,W,L,W,L,L,W,L,,,,,1.058,0.591,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,18841,"Hovland, Viktor",8,72.0,4,11,historical_rounds+player_history_shard,pre_round_audit,4,70.5,3.1,12.3,8.5,70.5,3.5,11.5,-152,-120,-102,-170,+105,-112,-138,+125,L,W,W,L,W,L,L,W,,,,,0.152,1.17,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23323,"MacIntyre, Robert",8,75.0,3,11,historical_rounds+player_history_shard,pre_round_audit,8,71.0,2.8,11.5,8.5,70.5,3.5,11.5,-126,-115,+132,-162,-114,-116,-188,+118,L,W,L,L,W,L,W,W,,,,,-0.222,-2.119,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,9771,"Day, Jason",6,70.0,2,12,historical_rounds+player_history_shard,pre_round_audit,4,71.5,2.7,11.6,,,2.5,,,,-172,,,,+122,,W,L,L,W,L,W,W,L,,,,,-0.43,1.223,,0,6,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,16841,"Lee, Min Woo",5,70.0,4,12,historical_rounds+player_history_shard,pre_round_audit,9,69.6,3.2,12.1,8.5,70.5,3.5,11.5,+125,-128,+138,-106,-180,-104,-194,-130,L,L,W,W,W,W,L,L,,,,,0.225,0.837,,0,7.008,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23465,"Greyserman, Max",8,69.0,2,11,historical_rounds+player_history_shard,pre_round_audit,4,70.2,2.9,12.1,,,2.5,,,,-160,,,,+114,,W,L,L,L,L,W,W,W,,,,,0.692,-0.022,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,27774,"Gotterup, Chris",7,65.0,6,15,historical_rounds+player_history_shard,pre_round_audit,6,69.2,3.4,12.4,7.5,70.5,3.5,11.5,-105,-125,-112,-160,-136,-108,-128,+116,L,L,W,W,W,W,L,L,,,,,0.776,3.154,,0,7.994,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,28984,"Puig, David",9,67.0,4,13,historical_rounds+player_history_shard,pre_round_audit,11,67.6,4.4,13.3,,,3.5,,,,+132,,,,-186,,L,L,W,L,W,W,L,W,,,,,0.521,1.622,,0,3.994,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,18417,"Scheffler, Scottie",7,71.0,3,13,historical_rounds+player_history_shard,pre_round_audit,11,66.9,4.3,14.0,8.5,68.5,4.5,12.5,-182,-104,+132,-168,+126,-132,-186,+122,L,W,L,W,W,L,W,L,,,,,0.059,3.026,,0,5.996,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,12965,"Fowler, Rickie",7,71.0,4,11,historical_rounds+player_history_shard,pre_round_audit,7,68.1,4.2,13.5,8.5,70.5,2.5,11.5,-150,-120,-194,-124,+104,-112,+138,-110,L,W,W,L,W,L,L,W,,,,,-0.2,0.285,,0,3.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,18554,"Rai, Aaron",11,69.0,5,16,historical_rounds+player_history_shard,pre_round_audit,7,69.1,3.7,13.2,,,2.5,,,,-140,,,,-102,,W,L,W,W,L,W,L,L,,,,,1.051,2.229,,0,4.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,17576,"Conners, Corey",7,73.0,1,15,historical_rounds+player_history_shard,pre_round_audit,4,70.8,2.8,11.9,,,2.5,,,,-182,,,,+128,,W,W,L,W,L,L,W,L,,,,,0.018,1.863,,0,7.994,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,6093,"Rose, Justin",7,73.0,4,10,historical_rounds+player_history_shard,pre_round_audit,5,70.4,3.1,12.5,8.5,70.5,3.5,11.5,-110,-120,-106,-168,-132,-114,-134,+122,L,W,W,L,W,L,L,W,,,,,-1.327,-0.55,,0,3.008,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23950,"Aberg, Ludvig",8,66.0,5,17,historical_rounds+player_history_shard,pre_round_audit,9,68.1,4.2,14.0,8.5,70.5,3.5,12.5,-105,+106,-136,+118,-136,-144,-104,-164,L,L,W,W,W,W,L,L,,,,,1.219,3.462,,0,8.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,29433,"Bridgeman, Jacob",8,74.0,1,12,historical_rounds+player_history_shard,pre_round_audit,4,71.6,2.8,11.8,7.5,71.5,2.5,11.5,-170,-105,-158,-120,+118,-128,+112,-114,W,W,L,W,L,L,W,L,,,,,0.346,0.563,,0,4.012,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,22085,"Morikawa, Collin",9,72.0,2,12,historical_rounds+player_history_shard,pre_round_audit,4,69.7,3.7,13.4,9.5,70.5,3.5,12.5,-132,+106,+100,-102,-110,-142,-142,-136,L,W,L,L,W,L,W,W,,,,,0.599,-0.59,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,21554,"Poston, J.T.",13,74.0,2,15,historical_rounds+player_history_shard,pre_round_audit,5,69.5,3.3,12.8,,,2.5,,,,-148,,,,+105,,W,W,L,W,L,L,W,L,,,,,1.543,0.281,,0,1.988,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,17538,"Homa, Max",6,77.0,0,10,historical_rounds+player_history_shard,pre_round_audit,4,71.4,2.6,11.4,,,2.5,,,,-166,,,,+116,,W,W,L,L,L,L,W,W,,,,,-0.578,-1.69,,0,4.002,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23838,"Hojgaard, Rasmus",10,71.0,3,13,historical_rounds+player_history_shard,pre_round_audit,5,70.1,3.3,12.9,,,3.5,,,,+138,,,,-196,,W,W,L,W,L,L,W,L,,,,,1.216,-0.059,,0,3,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23014,"Theegala, Sahith",9,73.0,3,11,historical_rounds+player_history_shard,pre_round_audit,4,71.9,2.8,11.6,,,2.5,,,,-160,,,,+114,,W,W,W,L,L,L,L,W,,,,,0.719,-2.056,,0,1.996,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,19483,"Burns, Sam",7,72.0,1,10,historical_rounds+player_history_shard,pre_round_audit,7,69.9,3.0,11.9,7.5,70.5,3.5,11.5,-164,-130,+124,-158,+114,-104,-174,+115,L,W,L,L,W,L,W,W,,,,,0.363,-1.118,,0,3.008,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,26651,"Young, Cameron",10,67.0,3,13,historical_rounds+player_history_shard,pre_round_audit,11,68.3,3.9,13.1,8.5,69.5,3.5,12.5,+114,-124,-152,+126,-164,-108,+106,-174,W,L,L,W,L,W,W,L,,,,,0.949,1.019,,0,3,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,19195,"Rahm, Jon",6,70.0,2,13,historical_rounds+player_history_shard,pre_round_audit,11,67.0,4.6,14.5,8.5,69.5,3.5,12.5,+102,-130,-142,+116,-148,-104,+100,-158,L,W,L,W,W,L,W,L,,,,,0.208,0.039,,0,6.99,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,17536,"Spaun, J.J.",7,76.0,1,11,historical_rounds+player_history_shard,pre_round_audit,10,68.3,4.0,13.8,8.5,70.5,3.5,12.5,-158,-125,+108,+106,+110,-108,-154,-146,L,W,L,L,W,L,W,W,,,,,-0.314,-0.438,,0,3.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,15466,"Cantlay, Patrick",10,69.0,3,15,historical_rounds+player_history_shard,pre_round_audit,8,68.4,4.0,13.4,8.5,70.5,2.5,12.5,+115,-106,-188,+100,-166,-128,+132,-136,W,L,W,W,L,W,L,L,,,,,1.304,0.674,,0,4.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14577,"English, Harris",9,67.0,5,15,historical_rounds+player_history_shard,pre_round_audit,6,70.3,2.9,11.8,8.5,70.5,2.5,11.5,-134,-154,-168,-158,-108,+115,+120,+116,W,L,W,W,L,W,L,L,,,,,0.776,2.772,,0,5.992,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14139,"Thomas, Justin",8,69.0,4,10,historical_rounds+player_history_shard,pre_round_audit,6,69.3,3.2,12.3,7.5,70.5,3.5,11.5,-132,-112,-112,-120,-110,-120,-126,-115,W,L,W,L,L,W,L,W,,,,,0.079,2.386,,0,2.014,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,13900,"Lowry, Shane",10,76.0,1,10,historical_rounds+player_history_shard,pre_round_audit,5,70.2,3.2,12.3,8.5,70.5,2.5,12.5,-132,-130,-184,+100,-110,-104,+130,-138,W,W,L,L,L,L,W,W,,,,,0.485,-1.996,,0,0.012,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,6430,"Scott, Adam",5,76.0,1,11,historical_rounds+player_history_shard,pre_round_audit,8,68.7,4.0,13.6,,,3.5,,,,+125,,,,-175,,L,W,L,L,W,L,W,W,,,,,-0.316,-0.007,,0,6,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,28309,"Coody, Pierceson",5,75.0,3,12,historical_rounds+player_history_shard,pre_round_audit,8,70.0,3.0,12.0,,,2.5,,,,-186,,,,+132,,L,W,W,L,W,L,L,W,,,,,0.36,-0.336,,0,7.008,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23602,"Hojgaard, Nicolai",9,75.0,2,12,historical_rounds+player_history_shard,pre_round_audit,10,68.4,4.0,13.3,7.5,70.5,3.5,11.5,-132,-128,+125,-168,-110,-105,-175,+122,W,W,L,W,L,L,W,L,,,,,1.014,-1.658,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,18586,"Smith, Jordan",5,77.0,1,12,historical_rounds+player_history_shard,pre_round_audit,9,70.2,3.1,12.2,,,2.5,,,,-152,,,,+108,,L,W,L,L,W,L,W,W,,,,,-0.574,1.251,,0,7.008,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,10419,"Noren, Alex",8,73.0,1,10,historical_rounds+player_history_shard,pre_round_audit,5,69.0,3.6,13.2,8.5,71.5,2.5,11.5,-156,+102,-152,-168,+108,-138,+108,+122,L,W,L,L,W,L,W,W,,,,,0.022,-1.196,,0,2.014,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14838,"Reed, Patrick",7,72.0,1,9,historical_rounds+player_history_shard,pre_round_audit,10,68.8,3.5,12.6,8.5,70.5,3.5,11.5,-114,-118,+118,-115,-126,-114,-166,-120,L,W,L,L,W,L,W,W,,,,,-0.211,0.09,,0,2,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,13562,"Matsuyama, Hideki",8,67.0,4,13,historical_rounds+player_history_shard,pre_round_audit,4,72.3,2.7,11.8,8.5,70.5,2.5,11.5,-104,-124,-192,-150,-138,-110,+136,+110,L,L,W,W,W,W,L,L,,,,,0.474,1.78,,0,5.002,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,26096,"Bhatia, Akshay",5,74.0,1,8,historical_rounds+player_history_shard,pre_round_audit,4,70.7,2.9,11.9,8.5,70.5,3.5,11.5,+100,-132,+122,-160,-144,-102,-172,+116,L,W,L,L,W,L,W,W,,,,,-1.445,-1.255,,0,2.994,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23604,"Clark, Wyndham",8,70.0,4,12,historical_rounds+player_history_shard,pre_round_audit,6,70.0,2.9,11.9,,,2.5,,,,-158,,,,+112,,W,,W,W,L,,L,L,,,,,0.002,0.531,,0,4.012,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,17646,"Fitzpatrick, Matt",10,72.0,3,13,historical_rounds+player_history_shard,pre_round_audit,4,69.4,3.6,13.4,8.5,69.5,3.5,12.5,-186,-136,+108,+102,+128,+100,-152,-140,W,W,L,W,L,L,W,L,,,,,0.467,1.091,,0,3,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23475,"Novak, Andrew",11,70.0,3,11,historical_rounds+player_history_shard,pre_round_audit,4,70.6,3.0,12.7,,,2.5,,,,-144,,,,+102,,W,L,W,L,L,W,L,W,,,,,0.825,0.065,,0,-0.006,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,19895,"Schauffele, Xander",8,73.0,2,10,historical_rounds+player_history_shard,pre_round_audit,9,70.0,3.4,12.6,7.5,69.5,3.5,12.5,-170,-146,+110,+106,+118,+100,-154,-146,W,W,L,L,L,L,W,W,,,,,1.141,-1.807,,0,2.014,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,23816,"Valimaki, Sami",10,70.0,3,15,historical_rounds,pre_round_audit,4,71.1,2.7,12.3,,,2.5,,,,-122,,,,-115,,W,L,W,W,L,W,L,L,,,,,0.574,0.805,,0,4.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,21407,"Reitan, Kristoffer",11,72.0,2,15,historical_rounds+player_history_shard,pre_round_audit,10,68.3,3.9,12.9,8.5,71.5,2.5,11.5,+102,+105,-180,-118,-148,-140,+128,-116,W,W,L,W,L,L,W,L,,,,,0.776,2.624,,0,3.99,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,16243,"Koepka, Brooks",7,72.0,2,11,historical_rounds+player_history_shard,pre_round_audit,10,68.3,4.1,14.0,7.5,70.5,3.5,11.5,-118,-104,-124,-172,-122,-130,-114,+125,L,W,L,L,W,L,W,W,,,,,0.579,-0.886,,0,3.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14181,"Detry, Thomas",5,73.0,0,15,historical_rounds,pre_round_audit,9,67.4,4.4,13.8,,,2.5,,,,-168,,,,+118,,L,W,L,W,W,L,W,L,,,,,-0.297,0.156,,0,9.996,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,27900,"Potgieter, Aldrich",6,70.0,2,14,historical_rounds+player_history_shard,pre_round_audit,8,70.3,3.2,12.0,,,3.5,,,,+126,,,,-178,,L,L,L,W,W,W,W,L,,,,,0.993,0.738,,0,7.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,12294,"Fleetwood, Tommy",10,73.0,1,12,historical_rounds+player_history_shard,pre_round_audit,8,68.8,3.7,13.0,9.5,69.5,3.5,12.5,+108,-148,+106,+106,-156,+110,-150,-146,W,W,L,L,L,L,W,W,,,,,0.566,-0.475,,0,2.01,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,13872,"Bradley, Keegan",9,72.0,1,14,historical_rounds+player_history_shard,pre_round_audit,4,69.9,3.1,12.3,8.5,70.5,2.5,11.5,-122,-148,-194,-136,-118,+110,+138,+100,W,W,L,W,L,L,W,L,,,,,0.788,1.558,,0,5.002,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,10091,"McIlroy, Rory",8,67.0,3,15,historical_rounds+player_history_shard,pre_round_audit,10,68.1,4.0,13.4,7.5,69.5,3.5,12.5,-168,-116,-170,-106,+116,-115,+120,-128,W,L,L,W,L,W,W,L,,,,,1.357,1.341,,0,7,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,18634,"McNealy, Maverick",6,67.0,5,14,historical_rounds+player_history_shard,pre_round_audit,5,70.0,3.0,11.7,7.5,70.5,2.5,11.5,-176,-150,-172,-132,+122,+112,+122,-104,L,L,W,W,W,W,L,L,,,,,0.551,3.155,,0,7.998,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,12577,"Woodland, Gary",8,74.0,1,13,historical_rounds+player_history_shard,pre_round_audit,9,69.2,3.9,13.4,,,3.5,,,,+120,,,,-170,,L,W,L,L,W,L,W,W,,,,,0.658,0.665,,0,5.002,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,13126,"Taylor, Nick",8,72.0,0,8,historical_rounds+player_history_shard,pre_round_audit,4,69.5,3.2,12.5,,,2.5,,,,-156,,,,+110,,W,W,L,L,L,L,W,W,,,,,-0.098,-1.093,,0,-0.002,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,24968,"Griffin, Ben",9,70.0,2,13,historical_rounds+player_history_shard,pre_round_audit,4,70.8,2.7,11.4,8.5,70.5,2.5,11.5,-106,-146,-172,-164,-136,+108,+122,+120,W,L,L,W,L,W,W,L,,,,,1.484,-1.036,,0,3.994,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,19841,"DeChambeau, Bryson",9,71.0,4,7,historical_rounds+player_history_shard,pre_round_audit,10,68.2,4.3,13.6,7.5,70.5,3.5,12.5,+122,-114,-124,+118,-176,-118,-114,-162,W,W,W,L,L,L,L,W,,,,,0.718,0.126,,0,-2,39.7,
2026-07-07T21:37:27Z,2026-05-15T03:18:23Z,PGA Championship,Aronimink Golf Club,2,2,default,default,14578,"Henley, Russell",11,73.0,3,12,historical_rounds+player_history_shard,pre_round_audit,5,70.0,2.8,12.2,9.5,70.5,2.5,11.5,-142,+105,-194,-160,-102,-142,+136,+116,W,W,W,W,L,L,L,L,,,,,0.393,-0.367,,0,1.002,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,18474,"Smalley, Alex",7,68.0,7,10,historical_rounds+player_history_shard,pre_round_audit,7,68.9,3.7,13.1,8.5,71.5,2.5,12.5,+120,-104,-148,+118,-172,-130,+104,-162,L,L,W,L,W,W,L,W,,,,,0.059,-0.058,,0,3.008,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,18634,"McNealy, Maverick",8,71.0,2,12,historical_rounds+player_history_shard,pre_round_audit,5,70.2,2.9,11.7,7.5,71.5,2.5,11.5,-172,+110,-162,-162,+120,-150,+114,+118,W,L,L,W,L,W,W,L,,,,,0.255,-1.486,,0,4.012,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,23465,"Greyserman, Max",7,71.0,3,9,historical_rounds+player_history_shard,pre_round_audit,4,70.3,2.7,12.1,,,2.5,,,,-154,,,,+108,,W,W,W,L,L,L,L,W,,,,,0.591,-1.127,,0,2,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,28984,"Puig, David",4,71.0,4,8,historical_rounds+player_history_shard,pre_round_audit,11,67.9,4.3,13.3,7.5,71.5,2.5,11.5,-112,+108,-198,+115,-128,-146,+140,-158,L,L,W,L,W,W,L,W,,,,,-1.458,-1.724,,0,3.988,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,16841,"Lee, Min Woo",8,71.0,4,12,historical_rounds+player_history_shard,pre_round_audit,9,69.8,3.0,12.0,8.5,70.5,2.5,11.5,+126,-132,-190,-132,-182,-102,+134,-104,L,W,W,W,W,L,L,L,,,,,1.693,0.241,,0,4.012,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,15466,"Cantlay, Patrick",6,74.0,2,11,historical_rounds+player_history_shard,pre_round_audit,8,68.7,3.8,13.4,8.5,70.5,2.5,12.5,+114,+100,-186,-130,-164,-134,+132,-106,L,W,L,L,W,L,W,W,,,,,-0.655,-1.133,,0,4.992,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,13562,"Matsuyama, Hideki",7,71.0,4,9,historical_rounds+player_history_shard,pre_round_audit,4,72.4,2.6,11.8,8.5,70.5,2.5,12.5,+102,-125,-184,+126,-148,-108,+130,-174,L,W,W,L,W,L,L,W,,,,,-0.835,-0.164,,0,2,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,21891,"Kitayama, Kurt",8,75.0,5,11,historical_rounds+player_history_shard,pre_round_audit,6,69.5,3.8,13.6,7.5,70.5,2.5,12.5,-172,-142,-180,-104,+120,+105,+126,-134,W,W,W,L,L,L,L,W,,,,,1.794,-1.038,,0,3.004,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,14577,"English, Harris",10,71.0,4,11,historical_rounds+player_history_shard,pre_round_audit,6,70.5,2.8,11.8,8.5,70.5,2.5,12.5,-134,-152,-166,+114,-108,+112,+116,-156,W,W,W,L,L,L,L,W,,,,,0.73,-1.816,,0,1.002,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,18417,"Scheffler, Scottie",9,71.0,2,13,historical_rounds+player_history_shard,pre_round_audit,11,67.2,4.2,14.0,8.5,68.5,3.5,13.5,-174,-116,-166,+114,+120,-118,+116,-156,W,W,L,L,L,L,W,W,,,,,1.33,0.206,,0,3.994,39.7,
2026-07-07T21:37:27Z,2026-05-16T04:17:01Z,PGA Championship,Aronimink Golf Club,3,3,default,default,16394,"Jaeger, Stephan",4,73.0,3,12,historical_rounds+player_history_shard,pre_round_audit,4,71.7,2.5,11.5,,,2.5,,,,-130,,,,-108,,L,W,W,W,W,L,L,L,,,,,-2.239,0.416,,0,8.002,39.7,
