generated_at,course_name,competition,event,year,round,player,matched_player,market,model_mu,line,model_line_edge,model_pick,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,71.833,70.5,1.333,over,71,W,-140,-112,0.714,0.893
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,71.833,71.5,0.333,over,71,L,110,131,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Justin Rose,Justin Rose,Total score,72.093,71.5,0.593,over,71,L,105,122,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Justin Thomas,Justin Thomas,Total score,70.880,70.5,0.380,over,67,L,-125,-108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Matt Fitzpatrick,Matt Fitzpatrick,Total score,70.276,70.5,-0.224,under,74,L,-125,-118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Min Woo Lee,Min Woo Lee,Total score,71.947,70.5,1.447,over,72,W,-105,112,0.952,1.120
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Rickie Fowler,Rickie Fowler,Total score,71.094,70.5,0.594,over,74,W,-120,-102,0.833,0.980
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Rory McIlroy,Rory McIlroy,Total score,68.959,69.5,-0.541,under,70,L,-140,-133,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Sepp Straka,Sepp Straka,Total score,71.234,70.5,0.734,over,66,L,-125,-106,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Si Woo Kim,Si Woo Kim,Total score,70.418,70.5,-0.082,under,70,W,-115,-120,0.870,0.833
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Tommy Fleetwood,Tommy Fleetwood,Total score,70.564,70.5,0.064,over,67,L,110,131,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Viktor Hovland,Viktor Hovland,Total score,71.358,70.5,0.858,over,69,L,-115,103,-1.000,-1.000
2026-06-30T22:06:39.772Z,Quail Hollow Club,Truist Championship,Truist Championship,2026,1,Xander Schauffele,Xander Schauffele,Total score,68.825,69.5,-0.675,under,69,W,110,-105,1.100,0.952
2026-06-30T22:06:39.772Z,The Philadelphia Cricket Club (Wissahickon Course),Truist Championship 2025,Truist Championship,2025,3,C. Morikawa,Collin Morikawa,Birdies,5.847,4.5,1.347,over,3,L,-135,-107,-1.000,-1.000
2026-06-30T22:06:39.772Z,The Philadelphia Cricket Club (Wissahickon Course),Truist Championship 2025,Truist Championship,2025,3,K. Mitchell,Keith Mitchell,Birdies,6.290,3.5,2.790,over,4,W,-110,109,0.909,1.090
2026-06-30T22:06:39.772Z,The Philadelphia Cricket Club (Wissahickon Course),Truist Championship 2025,Truist Championship,2025,3,S. Lowry,Shane Lowry,Birdies,5.267,3.5,1.767,over,5,W,-145,-114,0.690,0.877
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,4,B. Koepka,Brooks Koepka,Total score,70.550,71,-0.450,under,75,L,-120,-102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,4,B. Koepka,Brooks Koepka,Birdies,4.068,4,0.068,over,3,L,110,123,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,4,J. Rahm,Jon Rahm,Total score,70.786,70,0.786,over,69,L,-120,-103,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,3,S. Bennett,Sam Bennett,Birdies,1.717,2.5,-0.783,under,1,W,115,128,1.150,1.280
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,2,B. Koepka,Brooks Koepka,Total score,69.767,70.5,-0.733,under,67,W,100,114,1.000,1.140
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,2,J. Rahm,Jon Rahm,Total score,70.553,69.5,1.053,over,69,L,-120,-105,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,2,S. Bennett,Sam Bennett,Total score,74.536,71.5,3.036,over,68,L,-120,-107,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,1,T. Woods,Tiger Woods,Total score,74.835,72,2.835,over,74,W,105,116,1.050,1.160
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,2,T. Woods,Tiger Woods,Total score,73.345,72,1.345,over,73,W,-110,101,0.909,1.010
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2023,US Masters,2023,2,X. Schauffele,Xander Schauffele,Total score,70.367,71,-0.633,under,74,L,100,110,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,A. Scott,Adam Scott,Birdies,2.890,3.5,-0.610,under,6,L,110,125,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,4,B. Dechambeau,Bryson DeChambeau,Birdies,3.689,4,-0.311,under,2,W,-145,-124,0.690,0.806
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,C. Smith,Cameron Smith,Birdies,3.513,3.5,0.013,over,1,L,-145,-123,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,C. Smith,Cameron Smith,Birdies,3.513,4,-0.487,under,1,W,-125,-116,0.800,0.862
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,C. Smith,Cameron Smith,Birdies,3.683,3.5,0.183,over,3,L,100,113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,V. Hovland,Viktor Hovland,Birdies,3.366,3.5,-0.134,under,5,L,-120,-102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,W. Clark,Wyndham Clark,Birdies,3.937,3.5,0.437,over,3,L,-110,102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,C. Smith,Cameron Smith,Birdies,3.603,3.5,0.103,over,3,L,-125,-111,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,V. Hovland,Viktor Hovland,Birdies,3.426,3.5,-0.074,under,1,W,115,-126,1.150,0.794
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,W. Clark,Wyndham Clark,Birdies,3.927,3.5,0.427,over,1,L,115,130,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,C. Morikawa,Collin Morikawa,Birdies,3.122,3.5,-0.378,under,3,W,-120,130,0.833,1.300
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,D. Johnson,Dustin Johnson,Birdies,3.280,3.5,-0.220,under,0,W,-120,130,0.833,1.300
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,T. Fleetwood,Tommy Fleetwood,Birdies,3.083,4,-0.917,under,3,W,-145,-131,0.690,0.763
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,C. Morikawa,Collin Morikawa,Birdies,2.992,3.5,-0.508,under,5,L,100,115,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,D. Johnson,Dustin Johnson,Birdies,3.250,3.5,-0.250,under,1,W,105,120,1.050,1.200
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,T. Fleetwood,Tommy Fleetwood,Birdies,3.053,3.5,-0.447,under,3,W,115,130,1.150,1.300
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,B. Dechambeau,Bryson DeChambeau,Birdies,3.648,3.5,0.148,over,8,W,-145,-125,0.690,0.800
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,T. Olesen,Thorbjorn Olesen,Birdies,2.810,3.5,-0.690,under,6,L,-135,-118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,B. Dechambeau,Bryson DeChambeau,Birdies,3.768,3.5,0.268,over,3,L,-120,-105,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,G. Woodland,Gary Woodland,Birdies,3.602,2.5,1.102,over,2,L,-110,100,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,T. Olesen,Thorbjorn Olesen,Birdies,2.890,3,-0.110,under,2,W,100,113,1.000,1.130
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,H. Matsuyama,Hideki Matsuyama,Birdies,3.721,3.5,0.221,over,1,L,-125,-110,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,3.901,3.5,0.401,over,3,L,105,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,3.901,4,-0.099,under,3,W,-145,-128,0.690,0.781
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,J. Thomas,Justin Thomas,Birdies,2.972,3,-0.028,under,2,W,110,127,1.100,1.270
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,J. Thomas,Justin Thomas,Birdies,2.972,3.5,-0.528,under,2,W,100,115,1.000,1.150
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,W. Zalatoris,Will Zalatoris,Birdies,3.174,3,0.174,over,2,L,-145,-131,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,W. Zalatoris,Will Zalatoris,Birdies,3.174,3.5,-0.326,under,2,W,100,115,1.000,1.150
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,J. Spieth,Jordan Spieth,Birdies,4.422,3.5,0.922,over,2,L,-120,-103,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,J. Spieth,Jordan Spieth,Birdies,4.422,4,0.422,over,2,L,115,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,L. Aberg,Ludvig Aberg,Birdies,3.612,3.5,0.112,over,2,L,-110,-127,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,S. Theegala,Sahith Theegala,Birdies,3.933,3.5,0.433,over,1,L,105,-119,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,J. Rahm,Jon Rahm,Birdies,4.671,3.5,1.171,over,4,W,-145,-131,0.690,0.763
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.842,3.5,0.342,over,5,W,-120,-102,0.833,0.980
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,J. Rahm,Jon Rahm,Birdies,4.791,3.5,1.291,over,2,L,-125,-115,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,J. Rahm,Jon Rahm,Birdies,4.791,4,0.791,over,2,L,-125,-114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.952,3.5,0.452,over,1,L,100,115,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.952,4,-0.048,under,1,W,-135,-122,0.741,0.820
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,N. Dunlap,Nick Dunlap,Birdies,3.797,2.5,1.297,over,5,W,-145,-126,0.690,0.794
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,B. Dechambeau,Bryson DeChambeau,Birdies,3.648,4.5,-0.852,under,4,W,-125,-135,0.800,0.741
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,M. Homa,Max Homa,Birdies,3.331,4,-0.669,under,0,W,115,111,1.150,1.110
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,M. Homa,Max Homa,Birdies,3.331,4.5,-1.169,under,0,W,-145,-117,0.690,0.855
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,4,L. Aberg,Ludvig Aberg,Birdies,4.237,4,0.237,over,5,W,-110,-101,0.909,0.990
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,4,M. Homa,Max Homa,Birdies,3.057,4,-0.943,under,3,W,-135,-121,0.741,0.826
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,J. Niemann,Joaquin Niemann,Birdies,4.289,4,0.289,over,5,W,-105,106,0.952,1.060
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,J. Niemann,Joaquin Niemann,Birdies,4.119,3,1.119,over,5,W,-145,-129,0.690,0.775
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,N. Taylor,Nick Taylor,Birdies,3.185,3,0.185,over,4,W,110,125,1.100,1.250
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,P. Cantlay,Patrick Cantlay,Birdies,3.180,3.5,-0.320,under,4,L,100,113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,R. Fowler,Rickie Fowler,Birdies,2.761,3.5,-0.739,under,1,W,-135,-118,0.741,0.847
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,S. Scheffler,Scottie Scheffler,Birdies,5.161,4,1.161,over,6,W,-125,-114,0.800,0.877
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,X. Schauffele,Xander Schauffele,Birdies,4.434,3.5,0.934,over,2,L,-145,-129,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5.551,4,1.551,over,3,L,-120,-102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5.551,4.5,1.051,over,3,L,-110,101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,X. Schauffele,Xander Schauffele,Birdies,4.574,3.5,1.074,over,2,L,-120,-108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,2,X. Schauffele,Xander Schauffele,Birdies,4.574,4,0.574,over,2,L,-120,-105,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,A. Bhatia,Akshay Bhatia,Birdies,4.077,3.5,0.577,over,3,L,-125,-124,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,S. Lowry,Shane Lowry,Birdies,4.094,4,0.094,over,2,L,100,104,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,4,C. Morikawa,Collin Morikawa,Birdies,3.434,4,-0.566,under,3,W,105,118,1.050,1.180
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,4,S. Scheffler,Scottie Scheffler,Birdies,5.427,4.5,0.927,over,7,W,-135,-117,0.741,0.855
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,C. Kirk,Chris Kirk,Birdies,3.491,3.5,-0.009,under,5,L,100,114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,T. Finau,Tony Finau,Birdies,3.914,4,-0.086,under,3,W,-135,-115,0.741,0.870
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,Cam. Young,Cameron Young,Birdies,4.086,3.5,0.586,over,5,W,-145,-111,0.690,0.901
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,Cam. Young,Cameron Young,Birdies,4.086,4.5,-0.414,under,5,L,-135,-127,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,T. Fleetwood,Tommy Fleetwood,Birdies,2.963,3.5,-0.537,under,2,W,110,-105,1.100,0.952
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,T. Fleetwood,Tommy Fleetwood,Birdies,2.963,4.5,-1.537,under,2,W,-135,-127,0.741,0.787
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,M. Homa,Max Homa,Birdies,3.381,3,0.381,over,7,W,-125,-113,0.800,0.885
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,1,T. Woods,Tiger Woods,Birdies,2.986,3,-0.014,under,2,W,-135,130,0.741,1.300
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,T. Hatton,Tyrrell Hatton,Birdies,3.502,4,-0.498,under,5,L,-110,-116,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2024,US Masters,2024,3,T. Woods,Tiger Woods,Birdies,2.676,3.5,-0.824,under,2,W,105,106,1.050,1.060
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,X. Schauffele,Xander Schauffele,Birdies,3.207,3.5,-0.293,under,3,W,105,131,1.050,1.310
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,B. Harman,Brian Harman,Birdies,3.636,2.5,1.136,over,4,W,-210,-170,0.476,0.588
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,B. Harman,Brian Harman,Birdies,3.636,3.5,0.136,over,4,W,125,166,1.250,1.660
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,C. Conners,Corey Conners,Birdies,3.432,3.5,-0.068,under,4,L,-145,-122,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,S. Jaeger,Stephan Jaeger,Birdies,3.353,2.5,0.853,over,3,W,-200,-155,0.500,0.645
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,C. Morikawa,Collin Morikawa,Birdies,4.380,3.5,0.880,over,6,W,-175,-133,0.571,0.752
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,J. Niemann,Joaquin Niemann,Birdies,3.712,3.5,0.212,over,3,L,-135,-106,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,3,B. Dechambeau,Bryson DeChambeau,Birdies,3.476,4.5,-1.024,under,6,L,-190,-157,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,3,J. Rose,Justin Rose,Birdies,2.625,3.5,-0.875,under,2,W,-125,100,0.800,1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,J. Spieth,Jordan Spieth,Birdies,2.872,3.5,-0.628,under,3,W,100,115,1.000,1.150
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,T. Hatton,Tyrrell Hatton,Birdies,3.418,3.5,-0.082,under,6,L,-105,127,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,T. Kim,Tom Kim,Birdies,2.836,3.5,-0.664,under,1,W,-125,-109,0.800,0.917
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,3,C. Conners,Corey Conners,Birdies,3.282,3.5,-0.218,under,4,L,-120,104,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,A. Bhatia,Akshay Bhatia,Birdies,4.123,3.5,0.623,over,1,L,100,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,L. Aberg,Ludvig Aberg,Birdies,3.728,3.5,0.228,over,3,L,-135,-110,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,B. Dechambeau,Bryson DeChambeau,Birdies,3.646,3.5,0.146,over,5,W,-155,-122,0.645,0.820
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,H. Matsuyama,Hideki Matsuyama,Birdies,2.513,3.5,-0.987,under,5,L,-120,101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,US Masters 2025,US Masters,2025,2,S. Lowry,Shane Lowry,Birdies,3.276,3.5,-0.224,under,5,L,-120,101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Memorial Park Golf Course,US Open 2025,US Open,2025,1,S. Scheffler,Scottie Scheffler,Birdies,5.582,2.5,3.082,over,3,W,-155,-128,0.645,0.781
2026-06-30T22:06:39.772Z,Memorial Park Golf Course,US Open 2025,US Open,2025,2,S. Scheffler,Scottie Scheffler,Birdies,6.021,3.5,2.521,over,8,W,105,126,1.050,1.260
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Alex Noren,Alex Noren,Total score,71.123,70.5,0.623,over,70,L,-150,-134,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Davis Thompson,Davis Thompson,Total score,71.994,71.5,0.494,over,66,L,105,126,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Denny McCarthy,Denny McCarthy,Total score,71.063,70.5,0.563,over,73,W,-150,-121,0.667,0.826
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,J.J. Spaun,J.J. Spaun,Total score,72.493,70.5,1.993,over,69,L,-150,-121,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,J.J. Spaun,J.J. Spaun,Total score,72.493,71.5,0.993,over,69,L,110,130,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Johnny Keefer,Johnny Keefer,Total score,71.486,71.5,-0.014,under,76,L,-140,-113,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Jordan Spieth,Jordan Spieth,Total score,69.880,70.5,-0.620,under,71,L,-140,-106,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Keith Mitchell,Keith Mitchell,Total score,70.988,70.5,0.488,over,74,W,-165,-134,0.606,0.746
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Keith Mitchell,Keith Mitchell,Total score,70.988,71.5,-0.512,under,74,L,-165,-103,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Marco Penge,Marco Penge,Total score,71.918,71.5,0.418,over,68,L,110,116,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Michael Thorbjornsen,Michael Thorbjornsen,Total score,70.903,70.5,0.403,over,70,L,-125,-122,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Nick Taylor,Nick Taylor,Total score,71.955,71.5,0.455,over,70,L,100,136,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Richard Hoey,Rico Hoey,Total score,71.430,71.5,-0.070,under,70,W,-140,-115,0.714,0.870
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Rickie Fowler,Rickie Fowler,Total score,70.776,70.5,0.276,over,70,L,-150,-122,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Robert MacIntyre,Robert MacIntyre,Total score,69.996,70.5,-0.504,under,66,W,100,100,1.000,1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Russell Henley,Russell Henley,Total score,70.200,70.5,-0.300,under,72,L,115,-100,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Ryo Hisatsune,Ryo Hisatsune,Total score,71.046,71.5,-0.454,under,68,W,-125,-123,0.800,0.813
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Sepp Straka,Sepp Straka,Total score,70.933,70.5,0.433,over,72,W,-125,-119,0.800,0.840
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Sepp Straka,Sepp Straka,Total score,70.933,71.5,-0.567,under,72,L,-140,-114,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Thorbjørn Olesen,Thorbjorn Olesen,Total score,70.644,71.5,-0.856,under,69,W,-140,-134,0.714,0.746
2026-06-30T22:06:39.772Z,TPC San Antonio - The Oaks Course,Valero Texas Open,Valero Texas Open,2026,1,Tommy Fleetwood,Tommy Fleetwood,Total score,69.092,70.5,-1.408,under,67,W,-125,-114,0.800,0.877
