generated_at,course_name,competition,event,year,round,player,matched_player,market,model_mu,line,model_line_edge,model_pick,actual,result,opening_american,closing_american,pnl_open,pnl_close
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,J. Dahmen,Joel Dahmen,Birdies,4.352,3.5,0.852,over,3,L,-135,-121,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,G. Woodland,Gary Woodland,Birdies,3.973,5,-1.027,under,4,W,105,118,1.050,1.180
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,J. Dahmen,Joel Dahmen,Birdies,4.291,4.5,-0.209,under,3,W,115,128,1.150,1.280
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,J. Thomas,Justin Thomas,Birdies,3.700,5.5,-1.800,under,6,L,-135,-115,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,C. Young,Carson Young,Birdies,4.488,5.5,-1.012,under,5,W,-125,-108,0.800,0.926
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,K.H. Lee,K.H. Lee,Birdies,3.304,4.5,-1.196,under,7,L,110,124,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,V. Norrman,Vincent Norrman,Birdies,5.385,4,1.385,over,7,W,100,110,1.000,1.100
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,M. Hughes,Mackenzie Hughes,Birdies,3.522,5,-1.478,under,4,W,-145,-127,0.690,0.787
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,1,H. Matsuyama,Hideki Matsuyama,Birdies,4.055,4,0.055,over,7,W,-110,101,0.909,1.010
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,H. Matsuyama,Hideki Matsuyama,Birdies,4.373,5.5,-1.127,under,3,W,110,126,1.100,1.260
2026-06-30T22:06:39.772Z,TPC Twin Cities,3M Open 2023,3M Open,2023,2,T. Finau,Tony Finau,Birdies,3.693,5.5,-1.807,under,8,L,110,126,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Craig Ranch,AT&T Byron Nelson 2023,AT&T Byron Nelson,2023,2,A. Scott,Adam Scott,Total score,68.326,68.5,-0.174,under,71,L,-105,109,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Craig Ranch,AT&T Byron Nelson 2023,AT&T Byron Nelson,2023,4,S. Scheffler,Scottie Scheffler,Birdies,7.556,4.5,3.056,over,6,W,-120,-103,0.833,0.971
2026-06-30T22:06:39.772Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,A. Schenk,Adam Schenk,Birdies,3.861,4.5,-0.639,under,9,L,110,122,-1.000,-1.000
2026-06-30T22:06:39.772Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2024,AT&T Pebble Beach Pro-Am,2024,3,X. Schauffele,Xander Schauffele,Birdies,4.503,5.5,-0.997,under,5,W,-145,-124,0.690,0.806
2026-06-30T22:06:39.772Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2025,AT&T Pebble Beach Pro-Am,2025,1,R. Fowler,Rickie Fowler,Birdies,5.549,3.5,2.049,over,6,W,-145,-117,0.690,0.855
2026-06-30T22:06:39.772Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2025,AT&T Pebble Beach Pro-Am,2025,1,V. Hovland,Viktor Hovland,Birdies,5.664,3.5,2.164,over,8,W,-165,-135,0.606,0.741
2026-06-30T22:06:39.772Z,Pebble Beach Golf Links,AT&T Pebble Beach Pro-Am 2025,AT&T Pebble Beach Pro-Am,2025,1,T. Finau,Tony Finau,Birdies,5.656,3.5,2.156,over,7,W,-155,-129,0.645,0.775
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,J. Spieth,Jordan Spieth,Birdies,4.754,4.5,0.254,over,4,L,-125,-113,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,X. Schauffele,Xander Schauffele,Birdies,3.956,4.5,-0.544,under,4,W,105,117,1.050,1.170
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,3.926,4.5,-0.574,under,2,W,-105,108,0.952,1.080
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,P. Cantlay,Patrick Cantlay,Birdies,4.426,4.5,-0.074,under,4,W,110,123,1.100,1.230
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,3.783,4,-0.217,under,5,L,100,115,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,H. Matsuyama,Hideki Matsuyama,Birdies,3.783,4.5,-0.717,under,5,L,105,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,R. Henley,Russell Henley,Birdies,3.483,4.5,-1.017,under,4,W,-105,110,0.952,1.100
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,S. Burns,Sam Burns,Birdies,4.325,4.5,-0.175,under,4,W,-110,101,0.909,1.010
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2024,Arnold Palmer Invitational,2024,2,S. Scheffler,Scottie Scheffler,Birdies,5.098,5,0.098,over,6,W,115,128,1.150,1.280
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,H. Matsuyama,Hideki Matsuyama,Birdies,3.840,3.5,0.340,over,2,L,-120,106,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,V. Hovland,Viktor Hovland,Birdies,3.684,3.5,0.184,over,2,L,100,121,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,J. Thomas,Justin Thomas,Birdies,4.525,3.5,1.025,over,6,W,-190,-152,0.526,0.658
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,X. Schauffele,Xander Schauffele,Birdies,4.203,3.5,0.703,over,1,L,-190,-158,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,C. Conners,Corey Conners,Birdies,3.864,3.5,0.364,over,1,L,-120,129,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,Jason Day,Jason Day,Birdies,4.576,3.5,1.076,over,3,L,-120,124,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,C. Morikawa,Collin Morikawa,Birdies,4.636,3.5,1.136,over,3,L,-135,112,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,4,R. Henley,Russell Henley,Birdies,4.829,3.5,1.329,over,4,W,-105,144,0.952,1.440
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,S. Lowry,Shane Lowry,Birdies,4.447,3.5,0.947,over,4,W,-155,-129,0.645,0.775
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,L. Aberg,Ludvig Aberg,Birdies,4.030,3.5,0.530,over,3,L,-155,-125,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,1,S. Scheffler,Scottie Scheffler,Birdies,4.858,4.5,0.358,over,3,L,110,135,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,2,L. Aberg,Ludvig Aberg,Birdies,4.100,3.5,0.600,over,5,W,-165,-134,0.606,0.746
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,2,S. Scheffler,Scottie Scheffler,Birdies,5.068,4.5,0.568,over,4,L,100,124,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,3,L. Aberg,Ludvig Aberg,Birdies,4.060,3.5,0.560,over,3,L,-135,-106,-1.000,-1.000
2026-06-30T22:06:39.772Z,Arnold Palmer's Bay Hill Club & Lodge,Arnold Palmer Invitational 2025,Arnold Palmer Invitational,2025,3,S. Scheffler,Scottie Scheffler,Birdies,4.988,4.5,0.488,over,3,L,120,151,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,3,A. Scott,Adam Scott,Birdies,5.720,4.5,1.220,over,3,L,-125,-101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,A. Scott,Adam Scott,Birdies,6.122,3.5,2.622,over,4,W,-165,-137,0.606,0.730
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,A. Scott,Adam Scott,Birdies,6.122,4.5,1.622,over,4,L,-135,-110,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,K. Bradley,Keegan Bradley,Birdies,5.987,3.5,2.487,over,2,L,-120,103,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,K. Bradley,Keegan Bradley,Birdies,5.987,4.5,1.487,over,2,L,105,127,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,V. Hovland,Viktor Hovland,Birdies,4.983,4.5,0.483,over,2,L,105,130,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,3,W. Clark,Wyndham Clark,Birdies,6.137,4.5,1.637,over,4,L,-120,104,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,W. Clark,Wyndham Clark,Birdies,5.590,3.5,2.090,over,3,L,-200,-159,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,W. Clark,Wyndham Clark,Birdies,5.590,4.5,1.090,over,3,L,-155,-128,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,5.812,4.5,1.312,over,2,L,-125,-102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW Championship 2024,BMW Championship,2024,4,X. Schauffele,Xander Schauffele,Birdies,5.812,5.5,0.312,over,2,L,-105,116,-1.000,-1.000
2026-06-30T22:06:39.772Z,Castle Pines Golf Club,BMW PGA Championship 2024,BMW PGA Championship,2024,3,S. Jaeger,Stephan Jaeger,Birdies,5.048,4.5,0.548,over,5,W,-125,-102,0.800,0.980
2026-06-30T22:06:39.772Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,A. Scott,Adam Scott,Birdies,4.195,4.5,-0.305,under,4,W,-165,-137,0.606,0.730
2026-06-30T22:06:39.772Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,1,N. Hojgaard,Nicolai Hojgaard,Birdies,3.698,4.5,-0.802,under,7,L,-155,-129,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,1,D. Willett,Danny Willett,Birdies,2.501,3.5,-0.999,under,7,L,-120,101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Augusta National Golf Club,British Masters 2024,British Masters,2024,2,M. Fitzpatrick,Matt Fitzpatrick,Birdies,2.987,5.5,-2.513,under,1,W,-155,-130,0.645,0.769
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,A. Scott,Adam Scott,Birdies,6.323,5.5,0.823,over,8,W,-105,106,0.952,1.060
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,B. Griffin,Ben Griffin,Birdies,6.147,5.5,0.647,over,4,L,100,114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,B. Todd,Brendon Todd,Birdies,6.141,5.5,0.641,over,7,W,100,115,1.000,1.150
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,1,L. Herbert,Lucas Herbert,Birdies,6.450,5.5,0.950,over,6,W,105,121,1.050,1.210
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,A. Bhatia,Akshay Bhatia,Birdies,6.996,6,0.996,over,7,W,-120,-104,0.833,0.962
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,C. Villegas,Camilo Villegas,Birdies,6.677,5.5,1.177,over,8,W,-120,-103,0.833,0.971
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2023,Butterfield Bermuda Championship,2023,2,L. List,Luke List,Birdies,7.021,6,1.021,over,5,L,110,124,-1.000,-1.000
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,C. Villegas,Camilo Villegas,Birdies,6.834,4.5,2.334,over,5,W,105,128,1.050,1.280
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,2,N. Echavarria,Nico Echavarria,Birdies,7.357,4.5,2.857,over,4,L,-120,102,-1.000,-1.000
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,M. Hughes,Mackenzie Hughes,Birdies,6.821,4.5,2.321,over,5,W,-145,-119,0.690,0.840
2026-06-30T22:06:39.772Z,Port Royal Golf Course,Butterfield Bermuda Championship 2024,Butterfield Bermuda Championship,2024,1,S. Power,Seamus Power,Birdies,6.514,4.5,2.014,over,2,L,-175,-142,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Adam Scott,Adam Scott,Total score,71.400,70.5,0.900,over,76,W,-125,-133,0.800,0.752
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Akshay Bhatia,Akshay Bhatia,Total score,70.909,71.5,-0.591,under,70,W,-150,-125,0.667,0.800
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Ben Griffin,Ben Griffin,Total score,71.785,71.5,0.285,over,70,L,-105,114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Chris Gotterup,Chris Gotterup,Total score,71.066,70.5,0.566,over,73,W,-140,-112,0.714,0.893
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Collin Morikawa,Collin Morikawa,Total score,69.516,70.5,-0.984,under,75,L,-120,112,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,70.611,70.5,0.111,over,70,L,-150,-126,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Hideki Matsuyama,Hideki Matsuyama,Total score,70.611,71.5,-0.889,under,70,W,-150,-133,0.667,0.752
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,J.J. Spaun,J.J. Spaun,Total score,71.330,71.5,-0.170,under,72,L,-140,-110,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,70.996,70.5,0.496,over,65,L,-150,-122,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Jordan Spieth,Jordan Spieth,Total score,70.996,71.5,-0.504,under,65,W,-150,-125,0.667,0.800
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Justin Rose,Justin Rose,Total score,70.059,70.5,-0.441,under,74,L,100,118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Justin Rose,Justin Rose,Total score,70.059,71.5,-1.441,under,74,L,-150,-126,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Maverick McNealy,Maverick McNealy,Total score,70.401,70.5,-0.099,under,71,L,-105,115,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Min Woo Lee,Min Woo Lee,Total score,72.433,70.5,1.933,over,70,L,-115,104,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Rickie Fowler,Rickie Fowler,Total score,71.934,71.5,0.434,over,69,L,100,120,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Russell Henley,Russell Henley,Total score,70.703,70.5,0.203,over,72,W,-125,-108,0.800,0.926
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sam Burns,Sam Burns,Total score,70.639,70.5,0.139,over,76,W,-140,-115,0.714,0.870
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Sam Burns,Sam Burns,Total score,70.639,71.5,-0.861,under,76,L,-150,-124,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Scottie Scheffler,Scottie Scheffler,Total score,69.050,69.5,-0.450,under,71,L,-120,-114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Shane Lowry,Shane Lowry,Total score,72.057,71.5,0.557,over,72,W,100,-106,1.000,0.943
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Si Woo Kim,Si Woo Kim,Total score,70.289,70.5,-0.211,under,70,W,105,125,1.050,1.250
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Tommy Fleetwood,Tommy Fleetwood,Total score,71.352,70.5,0.852,over,70,L,-125,-108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Trump National Doral - Blue Monster Course,Cadillac Championship,Cadillac Championship,2026,1,Viktor Hovland,Viktor Hovland,Total score,71.665,70.5,1.165,over,75,W,-150,-124,0.667,0.806
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,M. Homa,Max Homa,Birdies,4.600,3.5,1.100,over,4,W,-135,-112,0.741,0.893
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,S. Burns,Sam Burns,Birdies,5.799,3.5,2.299,over,5,W,-190,-155,0.526,0.645
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,N. Taylor,Nick Taylor,Birdies,5.194,4.5,0.694,over,1,L,-105,106,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,V. Perez,Victor Perez,Birdies,4.575,4.5,0.075,over,5,W,115,140,1.150,1.400
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,L. Aberg,Ludvig Aberg,Birdies,5.131,4.5,0.631,over,6,W,-110,110,0.909,1.100
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,2,L. Clanton,Luke Clanton,Birdies,5.449,4.5,0.949,over,4,L,120,150,-1.000,-1.000
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,Cam. Young,Cameron Young,Birdies,5.271,4.5,0.771,over,5,W,115,140,1.150,1.400
2026-06-30T22:06:39.772Z,TPC Toronto at Osprey Valley (North Course),Canadian Open 2025,Canadian Open,2025,3,T. Pendrith,Taylor Pendrith,Birdies,5.676,4.5,1.176,over,4,L,-105,114,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Alex Smalley,Alex Smalley,Total score,69.374,68.5,0.874,over,65,L,-140,-118,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Alex Smalley,Alex Smalley,Total score,69.374,69.5,-0.126,under,65,W,-165,-136,0.606,0.735
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Brandt Snedeker,Brandt Snedeker,Total score,70.026,69.5,0.526,over,70,W,-125,-109,0.800,0.917
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,J.J. Spaun,J.J. Spaun,Total score,69.890,68.5,1.390,over,64,L,-120,-101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Justin Thomas,Justin Thomas,Total score,68.961,68.5,0.461,over,69,W,-140,-111,0.714,0.901
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Keith Mitchell,Keith Mitchell,Total score,69.110,69.5,-0.390,under,71,L,-150,-127,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Mac Meissner,Mac Meissner,Total score,68.660,69.5,-0.840,under,66,W,-140,-119,0.714,0.840
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Michael Thorbjornsen,Michael Thorbjornsen,Total score,71.441,69.5,1.941,over,66,L,-110,108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Pierceson Coody,Pierceson Coody,Total score,69.267,69.5,-0.233,under,71,L,-140,-126,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Robert MacIntyre,Robert MacIntyre,Total score,70.543,68.5,2.043,over,68,L,-120,101,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Sungjae Im,Sungjae Im,Total score,69.104,69.5,-0.396,under,70,L,-150,-132,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge,Charles Schwab Challenge,2026,1,Tony Finau,Tony Finau,Total score,69.349,69.5,-0.151,under,70,L,-150,-121,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2023,Charles Schwab Challenge,2023,4,V. Hovland,Viktor Hovland,Birdies,4.379,3,1.379,over,2,L,-145,-123,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,2,A. Svensson,Adam Svensson,Birdies,3.870,3.5,0.370,over,3,L,-135,-107,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,2,G. Woodland,Gary Woodland,Birdies,4.421,3.5,0.921,over,8,W,-105,114,0.952,1.140
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,4,K. Bradley,Keegan Bradley,Birdies,5.150,3.5,1.650,over,5,W,-110,112,0.909,1.120
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,3,K. Bradley,Keegan Bradley,Birdies,4.587,3.5,1.087,over,3,L,100,125,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,3,S. Straka,Sepp Straka,Birdies,4.264,3.5,0.764,over,2,L,100,125,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,3,R. Fowler,Rickie Fowler,Birdies,3.687,3.5,0.187,over,5,W,100,123,1.000,1.230
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,4,D. Riley,Davis Riley,Birdies,5.389,3,2.389,over,4,W,105,128,1.050,1.280
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,4,D. Riley,Davis Riley,Birdies,5.389,3.5,1.889,over,4,W,-105,118,0.952,1.180
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,4,S. Scheffler,Scottie Scheffler,Birdies,5.342,4,1.342,over,2,L,-135,-108,-1.000,-1.000
2026-06-30T22:06:39.772Z,Colonial Country Club,Charles Schwab Challenge 2024,Charles Schwab Challenge,2024,4,S. Scheffler,Scottie Scheffler,Birdies,5.342,4.5,0.842,over,2,L,-155,-124,-1.000,-1.000
